id,text,conversation_id,lang,created_at,author_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553425173247717e+18,"tbh i am tired with all this pse kominfo fiasco 

time to mute them all",1.553425173247717e+18,en,2022-07-30 16:59:57,67848433,0,0,1,0,"tbh i am tired with all this pse kominfo fiasco 

time to mute them all",-0.4,0.7
1.553425106759729e+18,Terindikasi Website Judi Online yang Terdaftar di PSE Asing Kominfo https://t.co/WoO74Lhv5l,1.553425106759729e+18,id,2022-07-30 16:59:41,1533121809490779904,0,0,0,0,Indicated online gambling websites listed on foreign PSE Kominfo https://t.co/woo74lhv5l,-0.125,0.125
1.553425020701245e+18,kenapa si kementrian informatika itu ngurusin hal hal yang ga banget kek PSE? apa yang mau dicapai sebenernya dari PSE itu? uangnya kah? atau kominfo bisa ngawasin kontennya kah? atau apa si?,1.553425020701245e+18,id,2022-07-30 16:59:20,1062367770048786048,0,2,0,0,Why did the Ministry of Informatics take care of things that aren't so pse? What do you want to achieve from PSE? Is the money? Or can the Ministry of Communication and Information Awake the content? Or what?,0.0,0.0
1.553424986999648e+18,"@Haisa_HS Iwan fals apakah bisa aktivis selain penyanyi

Mendirikan OI

Dan banyak aktivist lainnya, tapi OI dan ia banyak bergerak secara SILENT 

Bagaimana tanggapan aktivis dan selebritis diluar lingkar pemerintah terkait PSE @KOMINFO

Misal yg kecil dulu
👇
https://t.co/T69SWWyr5w",1.553327380093026e+18,id,2022-07-30 16:59:12,1553401445050768896,0,0,1,0,"@Haisa_hs Iwan Fals Can you be an activist other than a singer

Establish OI

And many other activists, but Oi and he moved a lot of silent

How the responses of activists and celebrities outside the government's ring related to PSE @kominfo

For example a small one
👇
https://t.co/t69swwyr5w",0.0,0.3142857142857143
1.55342483836647e+18,"@KemoTherapy0 @secgron Kominfo belum dapat akses chat WhatsApp aja udah main doxing gini, apalagi ntar kalau udah berlaku sepenuhnya aturan PSE? Ujung-ujungnya nanti bakal dimanfaatkan buat Pemilu 2024, mengingat jumlah pemuda mendominasi di 2024 nanti.",1.5533803036073e+18,id,2022-07-30 16:58:37,1552692909639613952,24,1,81,0,"@Kemotherapy0 @secgron Kominfo hasn't gotten access to WhatsApp chat already playing doxing like this, especially if you already apply fully the PSE rules? In the end, it will be used for the 2024 election, considering the number of young people dominates in 2024 later.",0.03333333333333333,0.4666666666666666
1.553424572057555e+18,PSE Kominfo itu cuma bagian kecil dari langkah LBP untuk menahbiskan JW sebagai Kim Jong Un.,1.553424572057555e+18,id,2022-07-30 16:57:33,99187860,0,0,0,0,PSE Kominfo is only a small part of LBP's steps to ordain JW as Kim Jong Un.,-0.125,0.7
1.553424481133404e+18,"jirr gue punya perasaan yg ga enak sama kominfo, pernah baca kalau google dkk tdk mau mendaftarkan ke PSE karna melanggar privat dan semua data-data pribadi akan dipegang oleh Kominfo, diberitanya gtu sih. Kalo di pikir-pikir lagi bbrpa Minggu yg lalu baru saja disahkan RUU ---",1.553424481133404e+18,id,2022-07-30 16:57:12,1491137033624236032,0,1,0,0,"Jirr I have a feeling that is not good at the Ministry of Communication and Information, I have read that Google and friends don't want to register with PSE because they violate private and all personal data will be held by the Ministry of Communication and Information, he told me. If you think about it again, last week just passed the bill ---",-0.0875,0.3354166666666667
1.55342433760394e+18,"Pemerintah Indonesia telah gila melalui kementerian komunikasi dan informatika (kemenkominfo, kemkominfo, atau kominfo), mereka memblokir banyak sekali layanan yang 'kata mereka' belum mendaftar sebagai penyelenggara sistem elektronik (PSE)... https://t.co/yr4nwdDrcm",1.55342433760394e+18,id,2022-07-30 16:56:37,1411662661121576960,0,1,0,0,"The Indonesian government has been crazy through the Ministry of Communication and Information (Kemenkominfo, Kemkominfo, or Kominfo), they block a lot of services that 'said they' have not registered as organizers of the Electronic System (PSE) ... https://t.co/yr4nwdrcm",-0.6,0.9
1.553423996267377e+18,"Hm.. | Siaran Pers No. 308/HM/KOMINFO/07/2022 Tentang Pendaftaran Penyelenggara Sistem Elektronik (PSE) Lingkup Privat  

https://t.co/Olltqegx2P",1.553423996267377e+18,id,2022-07-30 16:55:16,185260355,0,0,0,0,"Hm .. | Press Broadcast No. 308/HM/Kominfo/07/2022 concerning Registration of Electronic System Organizers (PSE) Private Scope

https://t.co/olltqegx2p",0.0,0.375
1.553423567815324e+18,Yg gw heran dari isu PSE ini adalah ga ada orang yang nyalahin perusahaan yang ga mau daftar PSE? Padahal Kominfo ga ngebatasin tentang konten yang ada di dalam situsnya,1.553423567815324e+18,id,2022-07-30 16:53:34,1173951125776551936,0,0,0,0,What I am surprised by the issue of this PSE is that no one blames the company who doesn't want to list PSE? Even though the Ministry of Communication and Information is not limited about the content on the site,0.06785714285714287,0.5214285714285715
1.553423487729271e+18,"@sofiesyarief Jika dengan mendaftakan PSE lalu kemudian Google cs harus menyerah kan ""kekayaan"" datanya ke kominfo.

dan ketika terjadi kebocoran data, tinggal dicek dari pihak Google cs atau pemerintah. Karena ada 2 server yang memegang data. 
Itu pun jika memang harus menyerahkan data",1.553370794507784e+18,id,2022-07-30 16:53:15,1256608126360367104,0,0,1,0,"@sofiesyarief if by registering PSE then Google Cs must give up ""wealth"" the data to the Ministry of Communication and Information.

And when there is a data leak, just checked from Google CS or the government. Because there are 2 servers holding data.
Even if you really have to submit data",0.2,0.2
1.553423247076893e+18,"@hyang_wisnu @PlateJohnny @kemkominfo Padahal diketahui sudah sekian lama, atau tepatnya sudah 2 tahun Kominfo meminta para penyelenggara sistem elekronik di negeri ini mendaftar PSE (Penyelenggaraan Sistem Elektronik). 
@PlateJohnny @kemkominfo",1.553419962244825e+18,id,2022-07-30 16:52:17,1411355044406906880,0,2,1,0,"@Hyang_wisnu @platejohnny @kemkominfo even though it has been known for a long time, or precisely for 2 years the Ministry of Communication and Information has asked the organizers of the electronic system in this country to register PSE (Implementation of Electronic Systems).
@Platejohnny @kemkominfo",0.175,0.6000000000000001
1.553423071494623e+18,"mari kita lihat seberapa jauh isu PSE ini bisa bertahan

atau setidaknya seberapa kuat Kominfo bisa bertahan dari serangan segala arah

kuat mana antara regulator dan playernya",1.553423071494623e+18,id,2022-07-30 16:51:36,271404470,0,0,0,0,"Let's see how far the issue of this PSE can survive

Or at least how strong the Ministry of Communication and Information can survive the attacks of all directions

which is strong between the regulator and the player",0.1666666666666667,0.7166666666666667
1.553422976187376e+18,"Tanyain ke temennya dong mas, Kominfo daftar pse jg ga? Datanya bocor mulu https://t.co/xK8sBRyDHL",1.553422976187376e+18,id,2022-07-30 16:51:13,59665633,0,0,0,0,"Ask his friend, bro, Kominfo list PSE too or not? The data leaked first https://t.co/xk8sbrydhl",0.25,0.3333333333333333
1.553422629448479e+18,"Today, Indonesia Goverment Member, ""Kominfo"" blocked Steam, Epic games and Nother Legal Game website, Just because Those web doesn't Presented in PSE, but KomInfo said, ""You still can Play a game, a Gambling game!, It'a fun, and if you win, you'll get so much moneys!""",1.553422629448479e+18,en,2022-07-30 16:49:50,1318779216171692032,2,2,3,0,"Today, Indonesia Goverment Member, ""Kominfo"" blocked Steam, Epic games and Nother Legal Game website, Just because Those web doesn't Presented in PSE, but KomInfo said, ""You still can Play a game, a Gambling game!, It'a fun, and if you win, you'll get so much moneys!""",0.04375000000000001,0.325
1.553422045093933e+18,Orang Kominfo saat diomelin netizen karena blokir Paypal dan terima Judi Online Domino daftar PSE https://t.co/vSLsfRhqp2,1.553422045093933e+18,id,2022-07-30 16:47:31,1050858633116832000,0,0,0,0,The Communication and Information Chiefs when diomelin netizens because of blocking paypal and receiving online gambling dominoes list pse https://t.co/vslsfrhqp2,0.0,0.0
1.553422025057636e+18,"Ya, kalo dengan daftar PSE syaratnya ngasih hak ke kominfo buat akses data user, wajar lah ada penolakan.

Terobos data privat kok bisa2nya pake dalih untuk keamanan data. 
😂🤣",1.553422025057636e+18,id,2022-07-30 16:47:26,260827970,1,0,0,0,"Yes, if with a list of PSE the conditions are the right to give the rights to the Communication and Information for user data access, it is natural that there is a rejection.

Break through private data, how come it can use the pretext for data security.
😂🤣",0.1285714285714286,0.4369047619047619
1.553421903322182e+18,"What's next? Slack? Telegram? Twitch? Discord?
.
#PSE #steamdiblokir #paypal #kominfo https://t.co/Vv3oh4ju6o",1.553421903322182e+18,en,2022-07-30 16:46:57,1552906419753459968,0,0,0,0,"What's next? Slack? Telegram? Twitch? Discord?
.
#PSE #steamdiblokir #paypal #kominfo https://t.co/Vv3oh4ju6o",0.0,0.0
1.553421872104342e+18,"Wuihh…. ngerinya warganet ketika mengamuk di ruang digital.  Tanpa memikirkan kenapa Kominfo mengambil keputusan ini.  Inilah juga bukti jalan masihlah teramat panjang untuk dewasa di ruang digital.
@PlateJohnny 
@kemkominfo 
https://t.co/K7IG7VGSeW",1.553421872104342e+18,id,2022-07-30 16:46:50,1429810270898049024,2,0,4,0,"Wuihh .... Hovering citizens when raging in a digital room. Without thinking about why Kominfo made this decision. This is also the proof of the road is still very long for adults in the digital room.
@Platejohnny
@kemkominfo
https://t.co/k7ig7vgsew",-0.02166666666666667,0.1733333333333333
1.553421538367787e+18,Padahal kan kominfo basmi beginian lebih keliatan kerja ya daripada PSE🙄 https://t.co/j9S6ksxufN,1.553421538367787e+18,id,2022-07-30 16:45:30,2251726663,0,0,0,0,"Even though Kominfo eradicates like this, it looks more work than Pse🙄 https://t.co/j9s6ksfufn",0.5,0.5
1.553421422608863e+18,"Pemblokiran beberapa PSE oleh kominfo sih waiar menurut gw, udah dikirimin surat disuruh mendaftar. Tapi ga ditanggapi, masa negara kalah sama PSE (Penyelenggara Sistem Elektronik). Perusahaan2 besar macam GOOGLE & META aja TERTIB!",1.553421422608863e+18,id,2022-07-30 16:45:02,61453567,0,1,0,0,"Blocking some PSE by Kominfo, according to me, according to me, the letter was sent to register. But not responded to, when the state lost the PSE (organizer of the electronic system). Big companies like Google & Meta are orderly!",0.0,0.1
1.55342106323703e+18,"@sandiuno apakah bapak sadar dengan pembatasan dan pengawasan kominfo yang notabene nya ""gaptek"" dapat menjadi pengaruh negatif dalam industri kreatif di Indonesia.? kenapa sy bilang gaptek, utk pendaftaran PSE aja kisruh dan merugikan begini, apalagi besok kalau sudah jalan..",1.553304444263023e+18,id,2022-07-30 16:43:37,1177748009011970048,0,0,0,0,"@sandiuno Are you aware of the restrictions and supervision of the Ministry of Communication and Information which incidentally ""gaptek"" can be a negative influence in the creative industry in Indonesia. Why do I say it's good, for registration of PSE, just chaotic and harmful like this, especially tomorrow when it's walking ..",0.23,0.65
