id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553040806109655e+18,2022-07-29 15:32:36,"Bangga ya bisa ngintipin. 
Awas loch bintitan😁😁😁😁

https://t.co/Sd41pDmUPz",830407698,1.553040806109655e+18,id,1,0,3,0,"Proud of being able to peek.
Watch out Loch Bintitan😁😁😁😁

https://t.co/sd41pdmupz",0.65,0.8125
1.553040180340474e+18,2022-07-29 15:30:07,"Mending ngurusin Yg ngerampok Duit Rakyat lbih manfaat. 
Berarti Rakyat Indonesia ga diberikan hak prifasi donk.
😇😇😇😇😇😇😇😇😇
Rakyat kecil terus jadi sasaran..

https://t.co/8neaozc4t3",830407698,1.553040180340474e+18,id,2,1,4,0,"It's better to take care of those who rob the people's money.
Means that the Indonesian people are not given the right of primation.
😇😇😇😇😇😇😇😇😇
Small people continue to be targeted ..

https://t.co/8neaozc4t3",0.1785714285714286,0.4785714285714285
1.553031735075832e+18,2022-07-29 14:56:34,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",1371566356093488896,1.553031735075832e+18,id,0,0,0,0,"Many parties say the government can peek at messages from users of social media applications both WhatsApp and Gmail. This allegation was made by cyber security experts from Cissrec, Pratama Persadha.
@kemkominfo
@Platejohnny
https://t.co/H7Shtc1AIQ",0.2666666666666667,0.2833333333333333
1.553005452379664e+18,2022-07-29 13:12:07,Kominfo Bantah Bisa Intai Percakapan WhatsApp dan Email Melalui PSE: ASKARA - Kementerian Komunikasi dan Informatika membantah kabar jika bisa mengintai percakapan di WhatsApp dan surat elektrinik atau email di domain Gmail melalui aturan Penyelenggara… https://t.co/g5p6usWZ3Z,1229695476552761088,1.553005452379664e+18,id,0,0,0,0,Kominfo denies that it can be in Whatsapp and Email conversations through PSE: ASKARA - The Ministry of Communication and Informatics denies the news if they can lurk conversations on WhatsApp and Electrinic letters or emails in the Gmail domain through the organizing rules ... https://t.co/g5p6uswz3z,0.0,0.0
1.552995605529727e+18,2022-07-29 12:33:00,"Kominfo membantah bisa mengintip pesan pribadi yang dikirim lewat aplikasi perpesanan, seperti WhatsApp. * #Tekno

https://t.co/KRyXD7QxiJ",23343960,1.552995605529727e+18,id,1,0,2,0,"Kominfo denied being able to peek at private messages sent through messaging applications, such as WhatsApp. * #Tekno

https://t.co/kryxd7qxij",0.1666666666666667,0.5
1.552992831605805e+18,2022-07-29 12:21:58,Kominfo Selidiki 55 Aplikasi ‘Abal-abal’ Pakai Nama Google & WhatsApp https://t.co/jf0Xb9wPVT,2243116382,1.552992831605805e+18,id,0,0,0,0,Kominfo Investigate 55 Applications 'Abal-Abal' Using the Name of Google & WhatsApp https://t.co/jf0xb9wpvt,0.0,0.0
1.552990534205309e+18,2022-07-29 12:12:51,"padahal bisa decrypt data enkripsi peer to peer itu keren banget lho..gak jadi keren dong nih @kemkominfo ?
@PNS_Ababil 
https://t.co/JLVvcGZwRd",1369573838007063040,1.552990534205309e+18,id,0,0,0,0,"Even though you can decrypt the peer to peer encryption data is really cool, you know ... isn't it cool @kemkominfo?
@Pns_ababil
https://t.co/jlvvcgzwrd",0.35,0.65
1.552989856258744e+18,2022-07-29 12:10:09,"Kominfo menyebutkan bahwa situs pendaftaran PSE untuk Google, WhatsApp hingga Facebook mengalami puluhan juta kali serangan hacker per hari. Apa dampaknya?
 https://t.co/MB1zun44Rk",552523769,1.552989856258744e+18,id,0,0,1,3,"Kominfo said that the PSE registration site for Google, WhatsApp to Facebook experienced tens of millions of hacker attacks per day. What's the impact?
 https://t.co/mb1zun44rk",0.8,0.9
1.552988572650656e+18,2022-07-29 12:05:03,"Jakarta - Aturan pemerintah mengenai PSE kembali ramai diperbincangkan.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #aturanpemerintah #PSE #kominfo #tuaikritik 
https://t.co/u2K93eydag https://t.co/wK3z0fO9Zm",1473273170681499904,1.552988572650656e+18,id,2,1,2,0,"Jakarta - Government regulations regarding PSE are again widely discussed.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #governor #pse #kominfo #tuanikritik
https://t.co/u2k93eydag https://t.co/wk3z0fo9zm",-0.1,0.4
1.552985779898528e+18,2022-07-29 11:53:57,https://t.co/IrQ6wlNw2W,1471082246232687104,1.552985779898528e+18,zxx,0,0,3,0,,,
1.552983275211457e+18,2022-07-29 11:44:00,"@glngbhgskr Kata Kominfo soal Isu Bisa Lihat Isi Chat WhatsApp lewat Aturan PSE https://t.co/6YeqxSxd8m

Nih udah ada jawabannyaaa",96292509,1.552168460389876e+18,id,0,0,0,0,"@glngbhgskr said Kominfo about the issue can see the contents of WhatsApp chat through PSE rules https://t.co/6yeqxsxd8m

Here is the answer",0.0,0.0
1.552981970728018e+18,2022-07-29 11:38:49,Kominfo Klaim Tak Berwenang Akses Konten Whatsapp Lewat Aturan PSE https://t.co/3mjVF2uTf5,17128975,1.552981970728018e+18,id,0,0,4,0,Kominfo Claims are not authorized to access WhatsApp content through PSE rules https://t.co/3mjvf2utf5,0.0,0.0
1.552977280280007e+18,2022-07-29 11:20:11,"Kominfo menyelidiki 55 Penyelenggara Sistem Elektronik (PSE) yang mendaftar dengan data 'abal-abal', termasuk menggunakan nama Google dan WhatsApp.

 https://t.co/j1XmDnfojS",552523769,1.552977280280007e+18,id,0,0,1,1,"The Ministry of Communication and Information investigated 55 Electronic System (PSE) organizers who registered with 'abal-abal-abal' data, including using the names of Google and WhatsApp.

 https://t.co/j1xmdnfojs",0.0,0.0
1.552972203804828e+18,2022-07-29 11:00:00,"Aturan Permen Kominfo Nomor 5 tahun 2020 tentang PSE Lingkup Privat. 

Baca artikel selengkapnya di https://t.co/tRFvlb3pUy

#SatuViral #SatuBeritaSejutaViral #beritaviral #trendingviral #infoberita #beritaterkini #infoviral #PSE #Whatsapp #Gmail #ZivaMunafik #anaksma https://t.co/lNbyffYjvR",1513816953315418112,1.552972203804828e+18,id,0,0,0,0,"PERMEN KOMINFO RULES Number 5 of 2020 concerning PSE Private Scope.

Read the full article at https://t.co/trfvlb3puy

#Satuviral #sateritasejutaviral #beritaViral #Trendingviral #infobita #beritaterkini #infoviral #pse #whatsapp #gmail #zivamunafi #anaksma https://t.co/lnbyffyjvr",0.175,0.4625
1.552967507245408e+18,2022-07-29 10:41:21,Aturan Penyelenggara Sistem Elektronik (PSE) Lingkup Privat disebut membuat pemerintah bisa melihat isi pesan WhatsApp hingga email pengguna. https://t.co/H92gHCyYk5,135815019,1.552967507245408e+18,id,0,0,0,0,The rules for organizing the electronic system (PSE) Private scope are said to make the government can see the contents of WhatsApp messages to user emails. https://t.co/h92ghcyyk5,0.0,0.375
1.552967207617012e+18,2022-07-29 10:40:09,"Kominfo disebut-sebut bisa membuka isi pesan pengguna di WhatsApp maupun Google, berkat aturan wajib daftar PSE. Bagaimana prosedurnya?
 https://t.co/8qpm2rWjBY",552523769,1.552967207617012e+18,id,0,0,2,0,"The Ministry of Communication and Information is said to be able to open the contents of the user's message on WhatsApp and Google, thanks to the compulsory rules for the PSE list. How does this work?
 https://t.co/8qpm2rwjby",0.2333333333333333,0.4416666666666667
1.55296347730806e+18,2022-07-29 10:25:20,Orang kominfo bacain whatsapp gue cuma geleng2 doang kali ya,1087322422670372992,1.55296347730806e+18,id,0,0,0,0,"The Communication and Information Technology read WhatsApp, I just shook",0.0,0.0
1.552961579724972e+18,2022-07-29 10:17:47,Kominfo Bantah Bisa Lihat Isi Pesan di WhatsApp dan Google https://t.co/WdD63kG9rn,2243116382,1.552961579724972e+18,id,0,0,0,0,Kominfo denies you can see the contents of the message on WhatsApp and Google https://t.co/wdd63kg9rn,0.0,0.0
1.552961498208928e+18,2022-07-29 10:17:28,"Dikabarkan pemerintah dapat meminta dan menampilkan informasi atau pesan WhatsApp dan Gmail yang diperlukan untuk kepentingan penyidikan.

Hmm..kalau begitu, setiap ada kabar baik di WhatsApp, Kominfo juga ikut merayakan nihh??🤔😂😂

#adityafm #afternoonshow #radiopekanbaru https://t.co/mXJmCOjnRx",282004063,1.552961498208928e+18,id,0,0,1,0,"Reportedly the government can request and display WhatsApp and Gmail's information or messages needed for investigation purposes.

Hmm ... if so, every time there is good news on WhatsApp, Kominfo also celebrates ?? 🤔😂😂

#Adityafm #AphtersnoSHOW #RADIOPEKANBARU https://t.co/mxjmcojnrx",0.7,0.6000000000000001
1.552960710225072e+18,2022-07-29 10:14:20,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/CLwrO97sJU",980097559736721408,1.552960710225072e+18,id,0,0,0,0,"Through PSE rules, Kominfo can take a peek at WhatsApp and Gmail conversations https://t.co/Clwro97SJU",0.0,0.0
1.552960521196179e+18,2022-07-29 10:13:35,https://t.co/C4ttkPAsxC,980097559736721408,1.552960521196179e+18,zxx,1,0,1,0,,,
1.552953340685734e+18,2022-07-29 09:45:03,Benarkah Kominfo Bisa Ngintip Percakapan di WhatsApp Setelah Pemberlakuan PSE? https://t.co/tncuwnsQQ9,788744100,1.552953340685734e+18,id,0,0,0,0,Is it true that Kominfo can peek at the conversation on WhatsApp after the enactment of PSE? https://t.co/tncuwnsqq9,0.35,0.65
1.552949305903706e+18,2022-07-29 09:29:01,"@ridwan_nurihsan @ainanstagram iya, berdasarkan artikel ini beberapa hari lalu, ka. tapi kayaknya udah disanggah sama mereka, karena tetep ada landasan hukumnya dulu klo mau 'ngintip'. cmiiw
https://t.co/DcvQHILYiy",967734334458232832,1.552796364228112e+18,id,0,0,0,0,"@ridwan_nurihsan @AINANSTAGRAM Yes, based on this article a few days ago, Ka. But I think it's been refuted to them, because there is still a legal basis if you want to 'peek'. CMIIW
https://t.co/dcvqhilyiy",0.0,0.15
