id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553018628642968e+18,2022-07-29 14:04:29,"Kominfo akan blokir Dota, Counter Strike, dan 4 Platform Game lainnya jika tidak daftar PSE hingga nanti malam pukul 23.59 WIB.

#besmartidn

Selengkapnya klik link di bawah ini👇👇👇
https://t.co/4TjPnrpUz6",1.490529555786125e+18,1.553018628642968e+18,id,0,0,0,0,"Kominfo will block Dota, Counter Strike, and 4 other game platforms if you don't register PSE until tonight at 23.59 WIB.

#Besmartidn

More Click the link below 15 15
https://t.co/4tjpnrpuz6",-0.00833333333333334,0.425
1.55297311923284e+18,2022-07-29 11:03:39,"Peraturan Penyelenggara Sistem Elektronik Kementrian Komunikasi dan Informatika dinilai mempunyai beberapa masalah yang cukup krusial.

Baca selengkapnya hanya di https://t.co/NuJENMkACh

#insidemedia #insideindonesia #newsupdate #kemkominfo #kominfo #news
https://t.co/FOmmigeSIT",1.541657751751127e+18,1.55297311923284e+18,id,0,0,0,0,"Regulations on the organizing of the Electronic System of the Ministry of Communication and Information are considered to have several crucial problems.

Read more only at https://t.co/nujenmkach

#insidemedia #insideindonesia #newsupdate #kemkominfo #kominfo #news
https://t.co/fommigesite",0.125,0.625
1.552919738849698e+18,2022-07-29 07:31:32,"Aplikasi-aplikasi tersebut antara lain adalah Facebook, Instagram, dan Whatsapp. Namun hingga berita ini dibuat, Youtube hingga Tinder belum mendaftarkan aplikasinya sebagai PSE kepada Kominfo.",1.420635149054538e+18,1.552919714640191e+18,id,0,1,0,0,"These applications include Facebook, Instagram, and WhatsApp. But until this news was made, YouTube until Tinder has not registered its application as a PSE to the Ministry of Communication and Information.",0.0,0.0
1.552919714640191e+18,2022-07-29 07:31:26,"INSTAGRAM, NETFLIX, HINGGA TINDER AKAN DIBLOKIR KOMINFO?",1.420635149054538e+18,1.552919714640191e+18,id,0,1,0,0,"Instagram, Netflix, until Tinder will be blocked by the Ministry of Communication and Information?",0.0,0.0
1.552919246443e+18,2022-07-29 07:29:34,"Lewat aturan PSE lingkup privat, kementerian Kominfo RI sekarang sudah bisa memantau semua isi percakapan di Facebook, wasttapp, telegram,signal,dan juga email yang masuk ke Gmail atau Yahoo email anda, termasuk DM di Twitter dan Instagram karena adanya aturan PSE.",9.800975597367214e+17,1.552919246443e+18,id,2,1,2,0,"Through the PSE rules of the private scope, the Ministry of Communication and Information of the Republic of Indonesia can now monitor all the contents of the conversation on Facebook, Wasttapp, Telegram, Signal, and also emails that enter your Gmail or Yahoo Email, including DM on Twitter and Instagram because of PSE rules.",0.0,0.375
1.552913986026611e+18,2022-07-29 07:08:40,"Kementerian Kominfo RI sekarang sudah di ijinkan untuk melihat semua chat di media sosial,baik itu pesan di wasttapp grup, DM di Twitter dan Instagram, percakapan di Facebook group dan email yang masuk ke Gmail atau Yahoo email anda, karena adanya aturan PSE lingkup privat.",9.800975597367214e+17,1.552913986026611e+18,id,1,0,1,0,"The Indonesian Ministry of Communication and Information has now been allowed to see all chat on social media, be it a message in Wasttapp Group, DM on Twitter and Instagram, conversations on Facebook Group and email that goes to your Gmail or Yahoo Email, because of the PSE Private scope rules.",0.01666666666666667,0.2208333333333333
1.552906968243007e+18,2022-07-29 06:40:47,"Berdasarkan aturan PSE lingkup privat, sekarang pihak kementerian Kominfo RI, bisa melihat chattingan pada platform media sosial anda, seperti di wasttapp, DM di Twitter dan Instagram,dan chattingan di wasttapp grup anda.hal ini untuk mengantisipasi kejahatan di media sosial.",9.800975597367214e+17,1.552906968243007e+18,id,1,0,1,0,"Based on the PSE rules of the private scope, now the Ministry of Communication and Information of the Republic of Indonesia can see chattingan on your social media platform, such as in Wasttapp, DM on Twitter and Instagram, and chattingan in your Wasttapp Group. This is to anticipate crime on social media.",0.01666666666666667,0.2520833333333333
1.552881871725347e+18,2022-07-29 05:01:04,"Kementerian Komunikasi dan Informatika (Kominfo) mengancam akan memblokir Google, WhatsApp, Instagram, Netflix, dan kawan-kawannya beberapa hari lagi.
Hal ini, lantaran para perusahaan asing tersebut hingga saat ini tidak kunjung mendaftar sebagai Penyelenggara Sistem Elektronik. https://t.co/HHR77Og8Zu",1.438732688198824e+18,1.552881871725347e+18,id,0,0,0,0,"The Ministry of Communication and Information (Kominfo) threatened to block Google, WhatsApp, Instagram, Netflix, and his friends in a few days.
This, because the foreign companies have so far not registered as the organizer of the electronic system. https://t.co/hhr77og8zu",-0.075,0.4083333333333334
1.552872655463895e+18,2022-07-29 04:24:26,"The closer the time is, the warmer it is .. #g20 #dte #wir #wirgroup #kominfo @ Nusa Dua, Bali https://t.co/64EgbgX7BL",125592215.0,1.552872655463895e+18,en,0,0,0,0,"The closer the time is, the warmer it is .. #g20 #dte #wir #wirgroup #kominfo @ Nusa Dua, Bali https://t.co/64EgbgX7BL",0.0,0.0
1.552864739872723e+18,2022-07-29 03:52:59,"Sobat pe-GIAT, closing ceremony Jatim Kominfo Festival . Kamis, 28 Juli 2022 di Royal Orchid Garden Hotel Kota Batu.

Kim GIAT : https://t.co/NidUZ5YtWy https://t.co/uPhYb1upnm",1.44410550828619e+18,1.552864739872723e+18,id,0,0,1,0,"Friend Pe-Giat, Closing Ceremony of East Java Kominfo Festival. Thursday, July 28, 2022 at Royal Orchid Garden Hotel Batu City.

Kim Enterprising: https://t.co/niduz5ytwy https://t.co/uphyb1upnm",0.0,0.0
1.552849252740923e+18,2022-07-29 02:51:27,anjing pasti di blokir Kominfo????? Instagram?????,1.291829632606466e+18,1.552849252740923e+18,id,0,0,1,0,Dogs must be blocked by Kominfo ????? Instagram?????,0.0,0.0
1.552844499960926e+18,2022-07-29 02:32:33,Baru saja mengirim foto @ Kominfo pusat https://t.co/XKYM76Caj7,1.338366812782674e+18,1.552844499960926e+18,id,0,0,0,0,Just sent a photo of @ Kominfo Pusat https://t.co/xkym76caj7,0.0,0.0
1.552837414615261e+18,2022-07-29 02:04:24,"Ngobrol lagi di Siber Kreasi Kominfo bersama KATADATA @ Denpasar, Bali, Indonesia https://t.co/wyDFb15NXT",42774906.0,1.552837414615261e+18,id,0,0,0,0,"Chat again at Siber Kreasi Kominfo with Katadata @ Denpasar, Bali, Indonesia https://t.co/wydfb15nxt",0.0,0.0
