id,text,created_at,conversation_id,lang,author_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.55378733412182e+18,"Usai Kritik Kominfo, Akun Whatsapp Arie Kriting Diretas dan Diteror https://t.co/NcqHYcDsIh #TempoSeleb",2022-07-31 16:59:03,1.55378733412182e+18,id,18129942,17,10,31,6,"After criticism of the Ministry of Communication and Information, the Arie Kriting Whatsapp account was hacked and terrorized https://t.co/Ncqhycdsih #Temposeleb",0.0,0.0
1.553786867233206e+18,"DUH JANGAN #SANGE_AAAAAAAAAAH DOSA mending BACA Besok Senin #BlokirKominfo Kominfo  #BogorBanjirKeju RSUD Henry Asnawi Diblokir Siswa Filipina The Adams #2022YOUNGJAE_MINICON_SG Ruhut #BlokirKominfo Ilyy Tretan Muslim Dustin 'WHY'

https://t.co/WanhvOOYmq",2022-07-31 16:57:11,1.553786867233206e+18,id,164119191,0,0,0,0,"Duh don't #sange_aaaaaaaaah sin better read tomorrow Monday #Blokirkominfo Kominfo #bogorbanjirkeju Henry Asnawi Regional Hospital Blocked by Filipino Students The Adams #2022youngjae_minicon_sg Ruhut #Blokirkominfo Ilyy Muslim Tetan Muslim Dustin 'Why'

https://t.co/wanhvooymq",0.1,0.55
1.553786551548912e+18,"Ferari BLACKPINK #WEURO2022 #HungarianGP #sundayvibes #campingworld Chong Geroge Jetson #PValleyStarz Neyo Tomey Popp England Wembley 30 ETH Vote Republican Ivana

Support #BlokirKominfo Kominfo Dustin Tretan Muslim

https://t.co/WanhvOOYmq",2022-07-31 16:55:56,1.553786551548912e+18,en,164119191,0,0,2,0,"Ferari BLACKPINK #WEURO2022 #HungarianGP #sundayvibes #campingworld Chong Geroge Jetson #PValleyStarz Neyo Tomey Popp England Wembley 30 ETH Vote Republican Ivana

Support #BlokirKominfo Kominfo Dustin Tretan Muslim

https://t.co/WanhvOOYmq",0.0,0.0
1.553785853100827e+18,"Support #BlokirKominfo Kominfo 30ETH #AmberHeardIsAMonster George Jetson #SeductiveSunday Sarina Wiegman Ivana Melty Blood

https://t.co/WanhvOOYmq",2022-07-31 16:53:09,1.553785853100827e+18,nl,164119191,0,0,1,0,"Support #blokirominfo Kominfo 30eth #amberheardisamonster George Jetson #seductiveAntay Sarina Wiegman Ivana Melty Blood

https://t.co/wanhvoymq",0.0,0.0
1.553784340827763e+18,"ISTIGFAR #SANGE_AAAAAAAAAAH DOSA mending Besok Senin #BlokirKominfo Kominfo  #BogorBanjirKeju RSUD Matip Asnawi Diblokir Steam PayPal The Adams #2022YOUNGJAE_MINICON_SG Ruhut #BlokirKominfo #BlokirKominfo #BlokirKominfo Dustin Tretan Muslim Dustin 'WHY'

https://t.co/jrnKgGXYXz",2022-07-31 16:47:09,1.553784340827763e+18,id,164119191,0,0,0,0,"Istigfar #sange_aaaaaaaaaah Sin Bedak Tomorrow Monday #Blokirkominfo Kominfo #BogorBanjirkeju RSUD Matip Asnawi Blocked Steam Paypal The Adams #2022yyoungjae_minicon_sg Ruhut #Blokirkominfo #BlokIrkominfo

https://t.co/jrnkggxyxz",0.0,0.0
1.553784020181598e+18,"WOY #SANGE_AAAAAAAAAAH DOSA mending Besok Senin #BlokirKominfo Kominfo  #BogorBanjirKeju RSUD Filipina Asnawi Diblokir Steam PayPal The Adamas #2022YOUNGJAE_MINICON_SG Ruhut #BlokirKominfo #BlokirKominfo #BlokirKominfo Dustin Tretan Muslim Dustin 'WHY'

https://t.co/WanhvOOYmq",2022-07-31 16:45:52,1.553784020181598e+18,id,164119191,0,0,0,0,"Woy #sange_aaaaaaaaah sining tomorrow Monday #Blokirkominfo Kominfo #bogorbanjirkeju Philippine Regional Hospital Asnawi blocked by Steam Paypal The Adamas #2022youngjae_minicon_sg Ruhut #Blokirkominfo #Blokirkominfo

https://t.co/wanhvooymq",0.0,0.0
1.553783044565508e+18,"masama, jangan lupa baca ini:

https://t.co/WanhvOOYmq

Hati hati doxing Kominfo #BlokirKominfo https://t.co/xcOcRL5J71",2022-07-31 16:42:00,1.553783044565508e+18,id,164119191,1,0,0,0,"Masama, don't forget to read this:

https://t.co/wanhvooymq

Hati Hati Doxing Kominfo #Blokirkominfo https://t.co/xcocrl5j71",0.0,0.0
1.553781994018177e+18,"Besok Senin #BlokirKominfo Kominfo #SANGE_AAAAAAAAAAH #BogorBanjirKeju Siswa Henry RSUD Filipina Yangyang Asnawi Diblokir Steam PayPal Dota #2022YOUNGJAE_MINICON_SG Ruhut #BlokirKominfo #BlokirKominfo #BlokirKominfo Dustin Tretan Muslim Dustin 'WHY-KOM'

https://t.co/WanhvOOYmq",2022-07-31 16:37:49,1.553781994018177e+18,id,164119191,0,0,0,0,"Tomorrow Monday #Blokirkominfo Kominfo #sange_aaaaaaaaah #bogorbanjirkeju Henry Student Henry Philippine RSUD Yang Asnawi Blocked Steam Paypal Dota #2022yyoungJae_minicon_sg Ruhut #Blokirkominfo #Blokirkominfo

https://t.co/wanhvooymq",0.0,0.0
1.553780498958516e+18,"Besok Senin #BlokirKominfo The Adams #SANGE_AAAAAAAAAAH #BogorBanjirKeju Siswa Henry RSUD Filipina Yangyang Asnawi Diblokir Steam PayPal Dota #2022YOUNGJAE_MINICON_SG Tretan Muslim Dustin #BlokirKominfo #BlokirKominfo #BlokirKominfo Ruhut Dustin 'WHY'

https://t.co/DDBdPMy1T7",2022-07-31 16:31:53,1.553780498958516e+18,id,1541797605448901120,0,0,0,0,"Tomorrow Monday #Blokirkominfo The Adams #sange_aaaaaaaaah #bogorbanjirkeju Henry Student Henry Philippines RSUD Yang Asnawi Blocked Steam Paypal Dota #2022youngjae_minicon_sg Tretan Muslim Dustin #Blokirkominfo #BlokIrkominfo

https://t.co/ddbdpmy1t7",0.0,0.0
1.553779967242416e+18,"Besok Senin #BlokirKominfo The Adams #SANGE_AAAAAAAAAAH #BogorBanjirKeju Siswa Henry RSUD Filipina Yangyang Asnawi Diblokir Steam PayPal Dota #2022YOUNGJAE_MINICON_SG Tretan Muslim Dustin #BlokirKominfo #BlokirKominfo #BlokirKominfo 

https://t.co/jrnKgGXYXz",2022-07-31 16:29:46,1.553779967242416e+18,id,164119191,0,0,1,0,"Tomorrow Monday #Blokirkominfo The Adams #sange_aaaaaaaaah #bogorbanjirkeju Henry Student Henry Philippine RSUD Yang Asnawi Blocked Steam Paypal Dota #2022youngjae_minicon_sg Tretan Muslim Dustin #Blokirkominfo #BlokIrkominfo

https://t.co/jrnkggxyxz",0.0,0.0
