id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.552678279764529e+18,2022-07-28 15:32:03,"Google Ngakunya Sudah Daftar PSE, kok, Belum Nongol di Situs Kominfo https://t.co/c5Jv7Ek8c5",41730943,1.552678279764529e+18,id,0,0,2,0,"Google said that he already registered PSE, how come, not appearing on the Kominfo website https://t.co/c5jv7ek8c5",0.0,0.0
1.552646354719089e+18,2022-07-28 13:25:12,Aturan PSE Lingkup Privat mendadak jadi bola panas beberapa pekan terakhir. Ancaman pemblokiran Google Cs menghantui apabila tidak daftar ke Kominfo. https://t.co/QWWhBsnuoe,135815019,1.552646354719089e+18,id,1,0,3,0,PSE rules of private scope have suddenly become hot balls in the last few weeks. The threat of blocking Google cs haunts if you don't register to the Ministry of Communication and Information. https://t.co/QWWHBSNUOE,0.009999999999999998,0.3783333333333334
1.552622942223466e+18,2022-07-28 11:52:10,"Bisa yah? Urusan dgn pemerintah jd gurem? Kalau kelas KAKAP aja gurem dipastikan yg rakyat biasa susahnya gak kira2 🤦🤦 @kemkominfo @jokowi 
https://t.co/p5KOpDoqGb",2620250970,1.552622942223466e+18,id,0,0,0,0,"Can you? Affairs with the government so small? If the big class is just a small, it is certain that the ordinary people are not difficult 🤦🤦 @kemkominfo @jokowi
https://t.co/p5kopdoqgb",-0.04761904761904762,0.4952380952380953
1.552620634827436e+18,2022-07-28 11:43:00,"Google adalah salah satu platform besar mendaftarkan diri setelah batas waktu berakhir. * #Tekno
https://t.co/lsZRpyZV0I",23343960,1.552620634827436e+18,id,0,0,0,0,"Google is one of the big platforms to register after the time limit ends. * #Tekno
https://t.co/lszrpyzv0i",0.0,0.1
1.55260722750831e+18,2022-07-28 10:49:43,Benarkah Google dan YouTube Sudah Daftar PSE dan Bebas Blokir Kominfo? https://t.co/0edRMX4bF9,2243116382,1.55260722750831e+18,id,0,0,0,0,Is it true that Google and YouTube have registered PSE and are free to block Kominfo? https://t.co/0edrmx4bf9,0.375,0.7250000000000001
1.55258694821625e+18,2022-07-28 09:29:08,"Google dan YouTube tidak tercatat sebagai PSE asing di Indonesia. Benarkah raksasa teknologi ini terbebas dari ancaman blokir Kominfo?

 https://t.co/6HsXPuyW6e",552523769,1.55258694821625e+18,id,0,0,0,0,"Google and YouTube are not recorded as foreign PSEs in Indonesia. Is it true that this technology giant is free from the threat of blocking the Ministry of Communication and Information?

 https://t.co/6hsxpuyw6e",0.15625,0.64375
1.552576527019147e+18,2022-07-28 08:47:44,"Aturan PSE Wajib Daftar, Kominfo Bisa Lihat Pesan di WhatsApp & Google https://t.co/eX4gn4qBOx",2243116382,1.552576527019147e+18,id,0,0,0,0,"PSE rules must register, Kominfo can see messages on WhatsApp & Google https://t.co/ex4gn4qbox",0.0,0.0
1.552575888486719e+18,2022-07-28 08:45:11,"Kominfo mewajibkan raksasa teknologi mendaftar di Indonesia. Aturan ini ternyata memungkinkan kementerian meminta WhatsApp hingga Google membuka isi pesan pengguna.

 https://t.co/0N3szBEZP1",552523769,1.552575888486719e+18,id,0,0,1,0,"Kominfo requires a technology giant to register in Indonesia. This rule turned out to allow the ministry to request WhatsApp until Google opens the contents of the user's message.

 https://t.co/0n3szbezp1",0.0,1.0
1.552564950031184e+18,2022-07-28 08:01:44,"@collegemenfess Ikut kursus gratis dari kominfo,ikut bootcamp dari perusahaan teknologi, ikut kursus dari google sertifikatnya kan bisa buat isi CV xixixi",1178144834059588096,1.552212663689589e+18,id,0,0,0,0,"@collegemenFess takes a free course from Kominfo, taking a bootcamp from the technology company, taking a course from Google the certificate can make the contents of CV XIXIXI",0.4,0.8
1.552564263146881e+18,2022-07-28 07:59:00,"""Kami baru dapat kabar, Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,"" kata Dirjen Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lsZRpzhwpi",23343960,1.552564263146881e+18,id,0,0,0,0,"""We just got word, Google registered four additional platforms besides Google Cloud and (Google) Ads. Now, they register YouTube, Search Engine, Play Store, and Google Maps,"" said Director General of Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lszrpzhwpi",0.05000000000000002,0.5
