id,lang,author_id,created_at,conversation_id,text,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553058635626222e+18,id,151539457,2022-07-29 16:43:27,1.553058635626222e+18,"hah? yakin? itu aja PSE kominfo pagu 950miliar aja udah pada ribut aktivis bijital yang kagak kecipratan. brin baru dapet duit aja langsung naik tagar yang jelek2in brin, yakin lo pemerintah punya duit? :)) https://t.co/sHVoay4gwJ",1,0,6,0,"hah? convinced? That's just the PSE Kominfo Ceiling 950 billion, it's already in a bijital activist who is not sprayed. Brin just got money just immediately took the ugly hashtag, Brin, are you sure the government has money? :)) https://t.co/shvoay4gwj",0.1,0.9629629629629629
1.553044965894173e+18,id,67281504,2022-07-29 15:49:08,1.553044965894173e+18,"ini situs pse.kominfo.go,id tengah malam kok njepat ini kenapa ya?

memblokir diri sendiri?",0,1,3,0,"This is the Pse.kominfo.go site, why is this night, why is this?

Block yourself?",0.0,0.0
1.553040806109655e+18,id,830407698,2022-07-29 15:32:36,1.553040806109655e+18,"Bangga ya bisa ngintipin. 
Awas loch bintitan😁😁😁😁

https://t.co/Sd41pDmUPz",1,0,3,0,"Proud of being able to peek.
Watch out Loch Bintitan😁😁😁😁

https://t.co/sd41pdmupz",0.65,0.8125
1.553040180340474e+18,id,830407698,2022-07-29 15:30:07,1.553040180340474e+18,"Mending ngurusin Yg ngerampok Duit Rakyat lbih manfaat. 
Berarti Rakyat Indonesia ga diberikan hak prifasi donk.
😇😇😇😇😇😇😇😇😇
Rakyat kecil terus jadi sasaran..

https://t.co/8neaozc4t3",2,1,4,0,"It's better to take care of those who rob the people's money.
Means that the Indonesian people are not given the right of primation.
😇😇😇😇😇😇😇😇😇
Small people continue to be targeted ..

https://t.co/8neaozc4t3",0.1785714285714286,0.4785714285714285
1.553035968118084e+18,id,951313986,2022-07-29 15:13:23,1.553035968118084e+18,"PSE hambat inovasi dan matikan kebebasan berekspresi

https://t.co/aOMx5CEiwu

#pse #kominfo",0,0,3,0,"PSE innocent innovation and turn off freedom of expression

https://t.co/aomx5ceiwu

#PSE #Kominfo",0.5,0.7
1.55303514496528e+18,id,1369573838007063040,2022-07-29 15:10:07,1.55303514496528e+18,"kalo mrk gak butuh RI tapi WNI yg butuh mrk gmn?
sperti situs gaming,jurnal,trading/exchange,dsb?!
bener2 nyusahin doang nih pencetus ide PSE norak ini!!
lebih orba dari orba!tiran!
@PNS_Ababil @kemkominfo @PerekonomianRI @mohmahfudmd @muhadjir_ef @jokowi 
https://t.co/Yngart9pg3",0,1,0,0,"If they don't need RI, but the citizens who need them?
Like gaming sites, journals, trading/exchange, etc.?!
really bothering this triggers this psek tacky idea !!
more New Order than New Order! Tiran!
@Pns_ababil @kemkominfo @peeconomianri @mohmahfudmd @muhadjir_ef @jokowi
https://t.co/yngart9pg3",0.2904829545454545,0.4022727272727273
1.553035142578315e+18,id,951313986,2022-07-29 15:10:06,1.553035142578315e+18,"Apa sih aturan Pendaftaran PSE?

https://t.co/P9i126BKv0

#pse #kominfo",0,0,1,0,"What are PSE registration rules?

https://t.co/p9i126bkv0

#PSE #Kominfo",0.0,0.0
1.553034918992966e+18,id,1274276367803183104,2022-07-29 15:09:13,1.553034039862624e+18,"Oh iya, gimana soal Google dan YouTube? Meskipun ia ga muncul di daftar PSE di laman web kominfo, tapi sebenarnya mereka sudah daftar in a classic way (atau secara manual).

https://t.co/dSUAsaUe6i",1,1,2,0,"Oh yeah, what about Google and Youtube? Although he did not appear on the PSE list on the Kominfo web page, but in fact they have registered in a classic way (or manually).

https://t.co/dsuasauue6i",0.1666666666666667,0.1666666666666667
1.55303362734028e+18,id,1369573838007063040,2022-07-29 15:04:05,1.55303362734028e+18,"nyusahin rakyat..Cuma sebatas inikah hasil pienice tubel ke LN??
bener2 mubazir!pemborosan!

@PNS_Ababil @LPDP_RI @PerekonomianRI @PolhukamRI @Kemhan_RI @kemenkopmk @prastow @bpkri @KPK_RI  
https://t.co/KjaO6dK2Q4",0,0,0,0,"bothering the people ... just limited to this is the result of pienice tubel to ln ??
Really wasteful! Waste!

@Pns_ababil @lpdp_ri @peeconomianri @polhukamri @kemhan_ri @kemenkopmk @prastow @bpkri @kpk_ri
https://t.co/kjao6dk2q4",-0.02380952380952381,0.1142857142857143
1.553031735075832e+18,id,1371566356093488896,2022-07-29 14:56:34,1.553031735075832e+18,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",0,0,0,0,"Many parties say the government can peek at messages from users of social media applications both WhatsApp and Gmail. This allegation was made by cyber security experts from Cissrec, Pratama Persadha.
@kemkominfo
@Platejohnny
https://t.co/H7Shtc1AIQ",0.2666666666666667,0.2833333333333333
