id,lang,text,created_at,author_id,conversation_id,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553036621507101e+18,id,"@arjunaskykok digitalent kominfo sering ngasih beasiswa kok, sekarang aja lagi ada pendaftaran buat Data Analytics Google dari Coursera",2022-07-29 15:15:59,1.067965797358686e+18,1.552982483150717e+18,3,2,10,0,"@arjunaskykok Digitalnt Kominfo often gives scholarships, now there is again there is registration for Google's analytics data from Coursera",0.0,0.0
1.553034918992966e+18,id,"Oh iya, gimana soal Google dan YouTube? Meskipun ia ga muncul di daftar PSE di laman web kominfo, tapi sebenarnya mereka sudah daftar in a classic way (atau secara manual).

https://t.co/dSUAsaUe6i",2022-07-29 15:09:13,1.274276367803183e+18,1.553034039862624e+18,1,1,2,0,"Oh yeah, what about Google and Youtube? Although he did not appear on the PSE list on the Kominfo web page, but in fact they have registered in a classic way (or manually).

https://t.co/dsuasauue6i",0.1666666666666667,0.1666666666666667
1.553031735075832e+18,id,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",2022-07-29 14:56:34,1.371566356093489e+18,1.553031735075832e+18,0,0,0,0,"Many parties say the government can peek at messages from users of social media applications both WhatsApp and Gmail. This allegation was made by cyber security experts from Cissrec, Pratama Persadha.
@kemkominfo
@Platejohnny
https://t.co/H7Shtc1AIQ",0.2666666666666667,0.2833333333333333
1.553031477776228e+18,id,"Pemerintah melalui Kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara elektronik berbasis risiko atau sering disebut Online Single Submission Risk Based Approach (OSS RBA).
@kemkominfo
@PlateJohnny
https://t.co/pYrrwH1RKt",2022-07-29 14:55:32,1.37233185308491e+18,1.553031477776228e+18,0,0,0,0,"The government through the Ministry of Communication and Information requires a technology platform to register through a licensing system for business -based integrated business or often called the Online Single Submission Risk Based Approach (OSS RBA).
@kemkominfo
@Platejohnny
https://t.co/pyrrwh1rkt",-0.07142857142857142,0.2142857142857143
1.553031368111563e+18,id,"Seminggu setelah deadline yang dipatok Kementerian Komunikasi dan informatika (Kominfo) pada 20 Juli  2022, berita tentang Penyelenggara Sistem Elektronik (PSE) masih saja menjadi tema utama sejumlah media.
@kemkominfo
@PlateJohnny
https://t.co/QpCctepBbR",2022-07-29 14:55:06,1.442246515649434e+18,1.553031368111563e+18,0,0,0,0,"A week after the deadline set by the Ministry of Communication and Information (Kominfo) on July 20, 2022, news about the organizer of the Electronic System (PSE) is still the main theme of a number of media.
@kemkominfo
@Platejohnny
https://t.co/qpcctepbbr",0.1666666666666667,0.3333333333333333
1.553024868148724e+18,id,"@tsetiady Ini sih case spesial. Kalau ga pake Google, kominfo kayaknya jg ga jalan :))",2022-07-29 14:29:17,1.336783125435744e+18,1.552979386978038e+18,0,0,7,0,"@tsetiady is a special case. If you don't use Google, Kominfo doesn't seem like it doesn't work :))",0.4285714285714286,0.7857142857142857
1.553023588327989e+18,id,"Alasan Google Belum Tercatat di PSE, tapi Tak Diblokir Kominfo https://t.co/1sITP7QWWK",2022-07-29 14:24:11,2243116382.0,1.553023588327989e+18,0,0,0,0,"The reason Google has not been recorded on PSE, but not blocked by Kominfo https://t.co/1sitp7qwwk",0.0,0.0
1.553021955476902e+18,id,coba kalau di blokir kominfo apakah bisa menggunakan fitur google API bakalan tumbang semua seperti starup https://t.co/Vynq6hANgq,2022-07-29 14:17:42,323324294.0,1.553021955476902e+18,0,0,0,0,"Try if you blocked the Ministry of Communication and Information, can you use the Google API feature to fall all like Starup https://t.co/vynq6hangq",0.0,0.0
1.553015395648696e+18,id,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/9J8tfsgafE,2022-07-29 13:51:38,17128975.0,1.553015395648696e+18,0,1,1,0,Kominfo had time to invite Facebook-Google-Tiktok to discuss the list of PSE at NTT https://t.co/9j8tfsgafe,0.0,0.0
1.553014597833335e+18,id,"Masyarakat juga perlu menyadari bila
Permenkominfo Nomor 5 tahun 2020 bertujuan untuk menyelaraskan kemajuan teknologi digital dengan bangsa Indonesia sebagai market yang sangat berpotensial. 

@PlateJohnny
@kemkominfo
https://t.co/RlQi88XaxR",2022-07-29 13:48:28,2352745627.0,1.553014597833335e+18,0,0,0,1,"The community also needs to realize if
Permenkominfo Number 5 of 2020 aims to harmonize the advancement of digital technology with the Indonesian people as a very potential market.

@Platejohnny
@kemkominfo
https://t.co/rlqi88xaxr",0.0,0.5
1.553011023963165e+18,id,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/JjcIPGWYmk,2022-07-29 13:34:16,1.442122733886665e+18,1.553011023963165e+18,0,0,0,0,Kominfo had time to invite Facebook-Google-Tiktok to discuss the list of PSE at NTT https://t.co/jjcipgwymk,0.0,0.0
1.553009870106149e+18,id,"PSE Kominfo ke Google, Facebook, dllnya, ibaratnya kayak hamba yang nagih ke tuhannya ""tuhan, mana janjiMu untuk mengabulkan permintaan saya""

I mean, ayolah, mereka2 itu udah bagaikan tuhannya dunia maya, bisa2nya ngasih regulasi ke mereka",2022-07-29 13:29:41,1.138525228437402e+18,1.553009870106149e+18,0,0,2,0,"PSE Kominfo to Google, Facebook, etc., is like a servant who collects his God ""God, where is your promise to grant my request""

I mean, come on, they are already like the Lord of cyberspace, they can give regulations to them",-0.3125,0.6875
1.553007892638634e+18,id,"Teguran @kemkominfo ini bukan saja merupakan permainan cantik Kominfo melainkan juga bentuk ketegasan negara atas perusahaan-perusahaan global untuk mengakui kedaulatan NKRI di ranah digitalnya.
@jokowi @PlateJohnny
https://t.co/nFz5Rfq9pp",2022-07-29 13:21:49,1.283815459792417e+18,1.553007892638634e+18,0,0,1,0,"The reprimand @kemkominfo is not only a beautiful game of the Ministry of Communication and Information but also a form of state firmness over global companies to recognize the sovereignty of the Republic of Indonesia in its digital realm.
@jokowi @platejohnny
https://t.co/nfz5rfq9pp",0.09,0.48
1.553007437028164e+18,id,"@kemkominfo telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar PSE sebelum menerapkan blokir.
@PlateJohnny @jokowi

https://t.co/t9Vg9XJbgR",2022-07-29 13:20:01,1.09263884887244e+18,1.553007437028164e+18,0,0,1,0,"@Kemkominfo has sent a reprimand letter and has given five working days for other companies to register PSE before implementing blocking.
@Platejohnny @jokowi

https://t.co/t9vg9xjbgr",-0.125,0.375
1.553007175966274e+18,id,"Dengan permainan cantik dan ketegasannya itu juga @kemkominfo telah membuktikan bahwa 210 juta pengguna internet di Indonesia merupakan nilai tawar yang mampu merobohkan benteng egoisme perusahaan-perusahaan global raksasa. 
@PlateJohnny @jokowi
https://t.co/TLkzdggq6U",2022-07-29 13:18:58,435004096.0,1.553007175966274e+18,5,0,9,0,"With the beautiful game and firmness, @kemkominfo has proven that 210 million internet users in Indonesia are bargaining values ​​that are able to knock down the fortress of the egoism of giant global companies.
@Platejohnny @jokowi
https://t.co/tlkzdggq6u",0.1324074074074074,0.5523148148148148
1.55300599034114e+18,id,"Google Search, Maps, Play Store dan YouTube tidak terlihat di situs pendaftaran PSE hingga kini. Apakah layanan Google akan diblokir Kominfo dini hari nanti? https://t.co/JetHne8vNH",2022-07-29 13:14:16,135815019.0,1.55300599034114e+18,3,0,2,0,"Google Search, Maps, Play Store and Youtube are not visible on the PSE registration site until now. Will Google service be blocked in the early morning? https://t.co/jethne8vnh",0.1,0.3
1.553001231143956e+18,id,"Jadi pertanyaan besar, seperti apa sistem tata kelola yang dibuat dengan biaya Rp 963 miliar itu jika Google mendaftarkan layanan-layanannya secara manual.

https://t.co/GQWGTZaVWk https://t.co/QZf20s5TIs",2022-07-29 12:55:21,168082298.0,1.552999962149294e+18,3,0,6,0,"So the big question, what kind of governance system is made at a cost of Rp 963 billion if Google registers its services manually.

https://t.co/gqwgtzavwk https://t.co/qzf20s5tis",0.3,0.5
1.552999962149294e+18,id,"Menurut saya keterlaluan kalau pendaftaran PSE msh dilakukan secara manual, apalagi ada anggaran hampir satu triliun untuk Sistem Tata Kelola Pengendalian PSE pada 2021.

Seharusnya ini dibenahi dulu sblm mewajibkan PSE melakukan pendaftaran.

@kemkominfo

https://t.co/kdyaRX5SxP",2022-07-29 12:50:18,168082298.0,1.552999962149294e+18,6,1,6,0,"In my opinion, it is too much that PSE registration is still carried out manually, especially since there is a budget of almost one trillion for the PSE control management system in 2021.

This should have been addressed before requiring PSE to register.

@kemkominfo

https://t.co/kdyarx5sxp",0.1,0.6
1.552999377312322e+18,id,Jaman udah satsetsatset gini masih disuruh manual. Kyknya Google masih disuruh bawa map kuning yg isinya fotokopi berkas rangkap 3 ke Kominfo. Berasa ppdb https://t.co/CTlD3ybZRH,2022-07-29 12:47:59,236270460.0,1.552999377312322e+18,7,0,6,0,The era of satesatsetts gini is still told to be manual. Google is still told to carry a yellow map whose contents are photocopy of 3 double files to the Ministry of Communication and Information. Feel PPDB https://t.co/ctld3ybzrh,0.0,0.0
1.552996775522611e+18,en,"Wow, Google daftar manual https://t.co/ReRaAyW51D",2022-07-29 12:37:39,2340155395.0,1.552996775522611e+18,0,0,1,0,"Wow, Google daftar manual https://t.co/ReRaAyW51D",0.1,1.0
1.552992831605805e+18,id,Kominfo Selidiki 55 Aplikasi ‘Abal-abal’ Pakai Nama Google & WhatsApp https://t.co/jf0Xb9wPVT,2022-07-29 12:21:58,2243116382.0,1.552992831605805e+18,0,0,0,0,Kominfo Investigate 55 Applications 'Abal-Abal' Using the Name of Google & WhatsApp https://t.co/jf0xb9wpvt,0.0,0.0
1.552992515346665e+18,id,"Paksa Google CS Daftar PSE, Kominfo Tegaskan Kedaulatan Digital NKRI. 🇮🇩💪 @kemkominfo @PlateJohnny @DScute_20
https://t.co/iB2Q5tqdsr",2022-07-29 12:20:43,1.383718809463235e+18,1.552992515346665e+18,0,0,0,0,"Forced Google Cs List PSE, Kominfo emphasizes the Digital Sovereignty of the Republic of Indonesia. 🇮🇩💪 @kemkominfo @platejohnny @dscute_20
https://t.co/ib2Q5TQDSR",-0.15,0.1
1.552992184160231e+18,id,"@lantip Wis to ra mungkin Google keno, kominfo arep aing-aing iso do macet gaweane kabeh kementerian..",2022-07-29 12:19:24,79986709.0,1.552981917582373e+18,0,1,3,0,"@latip wis to ra maybe Google Keno, Kominfo Arep Aing-Aing iso do jammed gaweane kabeh ministry ..",-0.1,0.6
1.552989856258744e+18,id,"Kominfo menyebutkan bahwa situs pendaftaran PSE untuk Google, WhatsApp hingga Facebook mengalami puluhan juta kali serangan hacker per hari. Apa dampaknya?
 https://t.co/MB1zun44Rk",2022-07-29 12:10:09,552523769.0,1.552989856258744e+18,0,0,1,3,"Kominfo said that the PSE registration site for Google, WhatsApp to Facebook experienced tens of millions of hacker attacks per day. What's the impact?
 https://t.co/mb1zun44rk",0.8,0.9
1.552988572650656e+18,id,"Jakarta - Aturan pemerintah mengenai PSE kembali ramai diperbincangkan.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #aturanpemerintah #PSE #kominfo #tuaikritik 
https://t.co/u2K93eydag https://t.co/wK3z0fO9Zm",2022-07-29 12:05:03,1.4732731706815e+18,1.552988572650656e+18,2,1,2,0,"Jakarta - Government regulations regarding PSE are again widely discussed.
#smashnews #beritaterbaru #beritaterkini #beritaterupdate #kabarterbaru #kabarterkini #governor #pse #kominfo #tuanikritik
https://t.co/u2k93eydag https://t.co/wk3z0fo9zm",-0.1,0.4
1.552980809316909e+18,id,"Paksa Google CS Daftar PSE Kominfo Tegaskan Kedaulatan Digitalisasi NKRI. 🇮🇩👍

@kemkominfo @PlateJohnny @Feroferaferrari @_dewiparamitha @cimimong150815
https://t.co/Xu0gYxT1Jv",2022-07-29 11:34:12,407116016.0,1.552980809316909e+18,0,0,3,0,"Forced Google Cs List of PSE Kominfo emphasizes the sovereignty of the digitalization of the Republic of Indonesia. 🇮🇩👍

@kemkominfo @platejohnny @feroferaferrari @_dewiparamitha @cimimong150815
https://t.co/xu0gyxt1jv",-0.3,0.2
1.55297975225582e+18,id,"Permenkominfo No 5/2020 bukanlah barang mati dan dapat direvisi. Jika dianggap melanggar konstitusi, masyarakat bisa mengajukan judicial review ke MK.

Untuk PSE yang terpenting sekarang adalah mengikuti aturan yang berlaku.

@kemkominfo
@PlateJohnny

.https://t.co/vPQRJh9rdY",2022-07-29 11:30:00,2542665199.0,1.55297975225582e+18,3,0,4,0,"Permenkominfo No. 5/2020 is not a death and can be revised. If it is considered to violate the constitution, the community can submit a judicial review to the Constitutional Court.

For the most important PSE now is to follow the applicable rules.

@kemkominfo
@Platejohnny

.https: //t.co/vpqrjh9rdy",0.45,0.75
1.552979386978038e+18,id,"Tuhan semesta alam kasihani kami... :|

masa Google bisa gak muncul di PSE alasannya cuma layanannya terlalu banyak jadi harus daftar MANUAL 🤦‍♂️

emang kominfo ga bisa ngegaji tukang ketik untuk input ke data base? atau databasenya error ga sanggup nampung data?

1T? kemana 1T? https://t.co/708ian9pgC",2022-07-29 11:28:33,67281504.0,1.552979386978038e+18,627,81,1752,94,"God of the universe of our love ...: |

Google can not appear on PSE the reason it's just that the service is too much so you have to register a manual 🤦‍♂️

Can the Ministry of Communication and Information not be able to do a typist for input to the database? Or the database is that the error is unable to accommodate data?

1T? Where is 1T? https://t.co/708ian9pgc",0.175,0.48125
1.552978151323898e+18,id,"Paksa Google CS Daftar PSE, @kemkominfo Tegakkan Kedaulatan Digital NKRI
https://t.co/BbHhgBWUUM",2022-07-29 11:23:38,1.378243426676732e+18,1.552978151323898e+18,0,0,3,0,"Forced Google Cs List PSE, @Kemkominfo Empire Digital Sovereignty NKRI
https://t.co/bbhhgbwuum",-0.15,0.1
1.552978039088116e+18,id,"Google mengeklaim telah mendaftarkan diri sebagai PSE di situs Kemenkominfo, namun namanya tak juga muncul. Ini penyebabnya. https://t.co/1s0ZCUV0si",2022-07-29 11:23:12,23343960.0,1.552978039088116e+18,0,1,1,1,"Google claims to have registered as a PSE on the Kemenkominfo website, but the name does not appear. This is the cause. https://t.co/1s0zcuv0si",0.0,0.0
1.552977280280007e+18,id,"Kominfo menyelidiki 55 Penyelenggara Sistem Elektronik (PSE) yang mendaftar dengan data 'abal-abal', termasuk menggunakan nama Google dan WhatsApp.

 https://t.co/j1XmDnfojS",2022-07-29 11:20:11,552523769.0,1.552977280280007e+18,0,0,1,1,"The Ministry of Communication and Information investigated 55 Electronic System (PSE) organizers who registered with 'abal-abal-abal' data, including using the names of Google and WhatsApp.

 https://t.co/j1xmdnfojs",0.0,0.0
1.55297724533284e+18,id,Ini Sebab Google Indonesia Tidak Muncul di Halaman PSE Kominfo Meski Sudah Daftar https://t.co/lVs22mEbEs,2022-07-29 11:20:02,74501380.0,1.55297724533284e+18,1,1,2,5,This is because Google Indonesia does not appear on the PSE Kominfo page even though it has registered https://t.co/lvs22mebes,0.0,0.0
1.552976915140645e+18,id,"Google Dkk Wajib Daftar, Kominfo Diserang Hacker Puluhan Juta Kali https://t.co/XssN4L8WA8",2022-07-29 11:18:44,2243116382.0,1.552976915140645e+18,0,0,0,0,"Google et al mandatory list, Kominfo was attacked by hackers tens of millions of times https://t.co/xssn4l8wa8",0.0,0.0
1.552967207617012e+18,id,"Kominfo disebut-sebut bisa membuka isi pesan pengguna di WhatsApp maupun Google, berkat aturan wajib daftar PSE. Bagaimana prosedurnya?
 https://t.co/8qpm2rWjBY",2022-07-29 10:40:09,552523769.0,1.552967207617012e+18,0,0,2,0,"The Ministry of Communication and Information is said to be able to open the contents of the user's message on WhatsApp and Google, thanks to the compulsory rules for the PSE list. How does this work?
 https://t.co/8qpm2rwjby",0.2333333333333333,0.4416666666666667
1.552962839890969e+18,id,"Paksa Google CS Daftar PSE, Kominfo Tegakkan Kedaulatan Digital NKRI

Demgan ketegasannya @kemkominfo telah membuktikan bahwa 210 juta pengguna internet di Indonesia merupakan nilai tawar yg mampu merobohkan benteng egoisme perusahaan2 global.  https://t.co/NvOTUhQK2O",2022-07-29 10:22:48,1.014587792062476e+18,1.552962839890969e+18,24,29,40,18,"Forced Google Cs List PSE, Kominfo Empires Digital Sovereignty of the Republic of Indonesia

The firmness @kemkominfo has proven that 210 million internet users in Indonesia are bargaining values ​​that are able to knock down the global corporate egoism fortress. https://t.co/nvotuhqk2o",0.007407407407407395,0.1856481481481481
1.552961579724972e+18,id,Kominfo Bantah Bisa Lihat Isi Pesan di WhatsApp dan Google https://t.co/WdD63kG9rn,2022-07-29 10:17:47,2243116382.0,1.552961579724972e+18,0,0,0,0,Kominfo denies you can see the contents of the message on WhatsApp and Google https://t.co/wdd63kg9rn,0.0,0.0
1.552960521196179e+18,zxx,https://t.co/C4ttkPAsxC,2022-07-29 10:13:35,9.800975597367214e+17,1.552960521196179e+18,1,0,1,0,,,
1.552958401751163e+18,id,"Google dan YouTube belum masuk daftar PSE Indonesia. Namun raksasa teknologi terbebas dari ancaman blokir Kominfo. Apa alasannya?
 https://t.co/lTIYtoMcOd",2022-07-29 10:05:10,552523769.0,1.552958401751163e+18,1,0,1,0,"Google and YouTube are not yet included in the Indonesian PSE list. But the technology giant is free from the threat of blocking the Ministry of Communication and Information. What is the reason?
 https://t.co/ltiytomcod",0.2,0.9
1.552881871725347e+18,id,"Kementerian Komunikasi dan Informatika (Kominfo) mengancam akan memblokir Google, WhatsApp, Instagram, Netflix, dan kawan-kawannya beberapa hari lagi.
Hal ini, lantaran para perusahaan asing tersebut hingga saat ini tidak kunjung mendaftar sebagai Penyelenggara Sistem Elektronik. https://t.co/HHR77Og8Zu",2022-07-29 05:01:04,1.438732688198824e+18,1.552881871725347e+18,0,0,0,0,"The Ministry of Communication and Information (Kominfo) threatened to block Google, WhatsApp, Instagram, Netflix, and his friends in a few days.
This, because the foreign companies have so far not registered as the organizer of the electronic system. https://t.co/hhr77og8zu",-0.075,0.4083333333333334
1.552868045466481e+18,id,@Kii_Lurah @Google @kemkominfo kominfo klo duit nya gugel kenceng mah aman 🤣,2022-07-29 04:06:07,1.417079987614589e+18,1.552263015902642e+18,0,0,0,0,"@Kii_lurah @google @kemkominfo Kominfo if the money is nervous, it is safe 🤣",0.5,0.5
1.552847477409083e+18,id,Aturan PSE Wajib Daftar‚ Kominfo Bisa Lihat Pesan di WhatsApp & Google https://t.co/YEBhWrysWm via @KATADATAcoid,2022-07-29 02:44:23,1256384640.0,1.552847477409083e+18,1,0,0,0,"PSE Rules Must Register, Register, Communication and Information, can see messages on WhatsApp & Google https://t.co/yebhwryswm via @katadatacoid",0.0,0.0
