id,conversation_id,lang,created_at,author_id,text,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552695264934183e+18,1.552695264934183e+18,id,2022-07-28 16:39:33,1.12451724572235e+18,"Kominfo Bisa Cek Chat WhatsApp Berkat PSE Lingkup Privat, Ini Penjelasan Pakar https://t.co/4LlfLHl7dY #PseLingkupPrivat #Kominfo #Whatsapp #Gmail",3,0,0,0,"kominfo bisa cek chat whatsapp berkat pse lingkup privat, ini penjelasan pakar HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.9971100687980652
1.552684209873261e+18,1.552684209873261e+18,id,2022-07-28 15:55:37,17128975.0,Meme Kocak Netizen Soal Kominfo Bisa Intip Pesan Whatsapp-Gmail https://t.co/LNNWJzlqgc,2,0,4,1,meme kocak netizen soal kominfo bisa intip pesan whatsapp-gmail HTTPURL,neutral,0.9937556982040405
1.552683542437659e+18,1.552683542437659e+18,id,2022-07-28 15:52:58,1.442122733886665e+18,Meme Kocak Netizen Soal Kominfo Bisa Intip Pesan Whatsapp-Gmail https://t.co/YpPOWWra2H,0,0,0,0,meme kocak netizen soal kominfo bisa intip pesan whatsapp-gmail HTTPURL,neutral,0.9937556982040405
1.55267084309617e+18,1.552072595855405e+18,id,2022-07-28 15:02:30,1.379780829254017e+18,@SoftWarNews Kamu adalah kartel narkoba dan Polisi Brasil adalah gebetanmu sedangkan Kominfo adalah warga Brasil yang melihat kalian berdua tengkar di WhatsApp,0,0,0,0,@USER kamu adalah kartel narkoba dan polisi brasil adalah gebetanmu sedangkan kominfo adalah warga brasil yang melihat kalian berdua tengkar di whatsapp,negative,0.9179580211639404
1.552666456478798e+18,1.552666456478798e+18,id,2022-07-28 14:45:05,1.229518084773278e+18,"Kominfo Disebut Bisa Intip Percakapan Whatsapp-Gmail Lewat Aturan PSE
https://t.co/hKv7M93jhf",13,0,14,1,kominfo disebut bisa intip percakapan whatsapp-gmail lewat aturan pse HTTPURL,neutral,0.9970965385437012
1.552658952239755e+18,1.552153539069514e+18,id,2022-07-28 14:15:15,1.437298254073328e+18,@txtfrombrand yauda kalo mau gunjingin pemerintah lewat whatsapp aja. semoga Kominfo amanah. ngga susah susah viralin dulu kalo mau protes,0,0,0,0,@USER yauda kalo mau gunjingin pemerintah lewat whatsapp aja. semoga kominfo amanah. ngga susah susah viralin dulu kalo mau protes,negative,0.9583525061607361
1.552658595346784e+18,1.552658595346784e+18,id,2022-07-28 14:13:50,1.421875409864446e+18,"Yang Di Target Pasti Lengket.
Tidak Ada Lagi Hak Privasi Yang Di Lindungi ..

Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/nxsGdWLpIk",0,0,0,0,yang di target pasti lengket. tidak ada lagi hak privasi yang di lindungi .. cara kominfo bisa intip pesan whatsapp-gmail pakai aturan pse HTTPURL,negative,0.6121605634689331
1.552657626521293e+18,1.552657626521293e+18,id,2022-07-28 14:09:59,17128975.0,Cara Kominfo Bisa Intip Pesan Whatsapp-Gmail Pakai Aturan PSE https://t.co/GjnFhGu8tu,9,0,9,4,cara kominfo bisa intip pesan whatsapp-gmail pakai aturan pse HTTPURL,neutral,0.9974266886711121
1.552654270436061e+18,1.552654270436061e+18,id,2022-07-28 13:56:39,2172050917.0,"aq dan mbany berantem lewat whatsapp

pegawai kominfo: https://t.co/mr3EdCvqki",113,4,815,3,aq dan mbany berantem lewat whatsapp pegawai kominfo: HTTPURL,neutral,0.8060876727104187
1.552646354719089e+18,1.552646354719089e+18,id,2022-07-28 13:25:12,135815019.0,Aturan PSE Lingkup Privat mendadak jadi bola panas beberapa pekan terakhir. Ancaman pemblokiran Google Cs menghantui apabila tidak daftar ke Kominfo. https://t.co/QWWhBsnuoe,1,0,3,0,aturan pse lingkup privat mendadak jadi bola panas beberapa pekan terakhir. ancaman pemblokiran google cs menghantui apabila tidak daftar ke kominfo. HTTPURL,neutral,0.6309911608695984
