id,author_id,lang,created_at,text,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553416177808187e+18,1.311874920817717e+18,id,2022-07-30 16:24:12,Ayo bocilnya bang windah kita serang kominfo,1.553416177808187e+18,0,0,0,0,ayo bocilnya bang windah kita serang kominfo,negative,0.5078433752059937
1.553415431745987e+18,1.105431812329791e+18,id,2022-07-30 16:21:14,"Kominfo kalo sampe blokir google drive juga, mahasiswa sejagat indo yg serang balik. TUGAS GW WOYYLAA JANGAN DIAPA APAIIINN.",1.553415431745987e+18,0,0,0,0,"kominfo kalo sampe blokir google drive juga, mahasiswa sejagat indo yg serang balik. tugas gw woyylaa jangan diapa apaiiinn.",negative,0.9952602982521057
1.55341494784496e+18,1159461858.0,id,2022-07-30 16:19:19,Kominfo apa ga takut di serang bocil kematian ya,1.55341494784496e+18,0,0,0,0,kominfo apa ga takut di serang bocil kematian ya,negative,0.9884001016616821
1.553409286935806e+18,1.373324178674262e+18,id,2022-07-30 15:56:49,wkwk kominfo di serang abis abisan deh,1.553409286935806e+18,0,0,0,0,wkwk kominfo di serang abis abisan deh,negative,0.9937238097190857
1.553398861040734e+18,1.106966521060876e+18,id,2022-07-30 15:15:23,Ga ada yg  serang ddos atau deface webnya kominfo nih?,1.553398861040734e+18,0,0,0,0,ga ada yg serang ddos atau deface webnya kominfo nih?,negative,0.8929720520973206
1.553390104932078e+18,1.191212957146833e+18,id,2022-07-30 14:40:36,"Buat fans sebelah kalo emang lagi pengen emosi ngamuk2 bacot mending serang kominfo aja gih, ntar gue dukung soalnya cocok diserang👍",1.553390104932078e+18,0,0,0,0,"buat fans sebelah kalo emang lagi pengen emosi ngamuk2 bacot mending serang kominfo aja gih, ntar gue dukung soalnya cocok diserang:thumbs_up:",negative,0.7110020518302917
1.553388293102129e+18,1.01706750751597e+18,id,2022-07-30 14:33:24,"aslik ini rame-rame boikotkominfo baru muncul di tl gegara quote dari mutuals, baru inget w dah mute words kominfo forever sejak kena serang di base😭😭😭😭",1.553388293102129e+18,0,2,0,0,"aslik ini rame-rame boikotkominfo baru muncul di tl gegara quote dari mutuals, baru inget w dah mute words kominfo forever sejak kena serang di base:loudly_crying_face::loudly_crying_face::loudly_crying_face:",negative,0.8371279239654541
1.553367216522813e+18,1.297368390068126e+18,id,2022-07-30 13:09:39,"bocil kematian, bocil komplen windah akan serang kominfo",1.553367216522813e+18,0,0,0,0,"bocil kematian, bocil komplen windah akan serang kominfo",neutral,0.9951194524765015
1.553356621731926e+18,79433882.0,id,2022-07-30 12:27:33,Mampus kominfo di serang netizen !!!!,1.553356621731926e+18,0,1,0,0,mampus kominfo di serang netizen !!!!,neutral,0.7584249377250671
1.553354807490269e+18,1.539825871045145e+18,id,2022-07-30 12:20:20,"@ndagels Cmiiw...

Tapi yang harusnya yg kalian serang itu pihak platform digitalnya ga sih? Kan Kominfo pun udah kasih peringatan mulai dari tertulis, denda, sampai pemblokiran. Yang artinya Kominfo pun ga semata mata langsung ngeblokir gitu aja...",1.553226274117603e+18,0,2,1,0,"@USER cmiiw... tapi yang harusnya yg kalian serang itu pihak platform digitalnya ga sih? kan kominfo pun udah kasih peringatan mulai dari tertulis, denda, sampai pemblokiran. yang artinya kominfo pun ga semata mata langsung ngeblokir gitu aja...",negative,0.9838879704475403
1.55334246417748e+18,1.465361604904567e+18,id,2022-07-30 11:31:17,"@txtfrombrand Twitter Kominfo serang aja sih udah war aja sok keras banget,",1.553153893114483e+18,0,0,0,0,"@USER twitter kominfo serang aja sih udah war aja sok keras banget,",negative,0.9967926144599915
1.553341981799027e+18,1.104104608232698e+18,id,2022-07-30 11:29:22,@txtfrombrand serang kominfo fans kpoppppppp!!!!!,1.55320626855451e+18,0,0,0,0,@USER serang kominfo fans kpoppppppp!!!!!,neutral,0.9971012473106384
1.553330171674907e+18,93547108.0,id,2022-07-30 10:42:27,Kali ini aku berada di barisan yg sama dengan fans kpop. Tolong serang akun kominfo. https://t.co/nz7u2HJutV,1.553330171674907e+18,0,0,0,0,kali ini aku berada di barisan yg sama dengan fans kpop. tolong serang akun kominfo. HTTPURL,negative,0.7027156352996826
1.553329737707434e+18,1.156104271248544e+18,id,2022-07-30 10:40:43,"kominfo di serang, skandal artis meluncur. emang paling asoy",1.553329737707434e+18,0,0,0,0,"kominfo di serang, skandal artis meluncur. emang paling asoy",negative,0.938676655292511
1.55329426256912e+18,1.14940763037841e+18,id,2022-07-30 08:19:45,"ardhito VCS sma laki cuma pengalihan isu, serang terus kominfo joni!",1.55329426256912e+18,0,0,0,0,"ardhito vcs sma laki cuma pengalihan isu, serang terus kominfo joni!",neutral,0.8090255260467529
1.553280153601851e+18,52760592.0,id,2022-07-30 07:23:41,@selphieusagi @kemkominfo Apa susahnya Paypal ikutin aturan domestik yuridiksi Indonesia.. Paypal sampe diblokir ya karena tidak comply dgn aturan negara kita.. Kalo Paypal comply dengan aturan negara kita yah nggak sampe diblokir... Narasinya dirubah jgn serang Kominfo tapiii seranglah Paypal yg tdk taat,1.553165280133521e+18,0,20,10,4,@USER @USER apa susahnya paypal ikutin aturan domestik yuridiksi indonesia.. paypal sampe diblokir ya karena tidak comply dgn aturan negara kita.. kalo paypal comply dengan aturan negara kita yah nggak sampe diblokir... narasinya dirubah jgn serang kominfo tapiii seranglah paypal yg tdk taat,negative,0.9927201271057129
1.55325657846347e+18,1.1542172197079e+18,id,2022-07-30 05:50:01,ayo kalian bersatu serang akun kominfo https://t.co/EDQoSJSeGJ,1.55325657846347e+18,0,0,0,0,ayo kalian bersatu serang akun kominfo HTTPURL,negative,0.8536331653594971
1.553244486813491e+18,1.345890649262866e+18,id,2022-07-30 05:01:58,"@txtfrombrand Sabar bang windahhhh, remaja dan bocil kematian mari kita serang ig kominfo 😡😡😡😡",1.553153893114483e+18,0,0,0,0,"@USER sabar bang windahhhh, remaja dan bocil kematian mari kita serang ig kominfo :pouting_face::pouting_face::pouting_face:",neutral,0.5532762408256531
1.553243871479742e+18,1.535191601806742e+18,id,2022-07-30 04:59:31,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo – https://t.co/0g2gvGizBa – https://t.co/Ym6IJo2zGD – #Opsitek https://t.co/vrVLd1z6Hl",1.553243871479742e+18,0,0,0,0,"#HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo – HTTPURL – HTTPURL – #HASHTAG HTTPURL",neutral,0.8210965394973755
1.553241245731852e+18,1.51107842134596e+18,id,2022-07-30 04:49:05,"""Matiin rejeki orang lo,"" ucap salah satu netizen.

#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo

https://t.co/D3AA1HBAf2",1.553241245731852e+18,0,0,1,0,"""matiin rejeki orang lo,"" ucap salah satu netizen. #HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo HTTPURL",negative,0.965918242931366
1.553233962663047e+18,9.868631085713326e+17,id,2022-07-30 04:20:09,@ilovethispartt serang noh kominfo,1.553228686799024e+18,0,0,0,0,@USER serang noh kominfo,negative,0.8980265855789185
1.553233570679837e+18,58880688.0,id,2022-07-30 04:18:35,"#BlokirKominfo Jadi Trending Topic Di Twitter, Netizen Serang Instagram Kominfo: Matiin Rejeki Orang Lo https://t.co/Kt1NInngh9",1.553233570679837e+18,1,1,0,0,"#HASHTAG jadi trending topic di twitter, netizen serang instagram kominfo: matiin rejeki orang lo HTTPURL",negative,0.5916618704795837
1.553231789115978e+18,1.441330598321144e+18,id,2022-07-30 04:11:30,"@txtfrombrand Serang aja gmapsnya #kominfokontol 

Kementerian Komunikasi dan Informatika Republik Indonesia (Kominfo) RI
(021) 3452841
https://t.co/CxKyFl6WBJ https://t.co/dgwK7ig2u6",1.553153893114483e+18,0,0,0,0,@USER serang aja gmapsnya #HASHTAG kementerian komunikasi dan informatika republik indonesia (kominfo) ri (021) 3452841 HTTPURL HTTPURL,neutral,0.9478935599327087
1.553231518507897e+18,1.441330598321144e+18,id,2022-07-30 04:10:26,"Ayo serang gmaps #kominfokontol 

Kementerian Komunikasi dan Informatika Republik Indonesia (Kominfo) RI
(021) 3452841
https://t.co/CxKyFl6WBJ https://t.co/uMza6cSma8",1.553231518507897e+18,1,0,0,0,ayo serang gmaps #HASHTAG kementerian komunikasi dan informatika republik indonesia (kominfo) ri (021) 3452841 HTTPURL HTTPURL,neutral,0.989410400390625
1.553231374433534e+18,1.441330598321144e+18,id,2022-07-30 04:09:51,"@koootoshidayo Ayo serang gmaps #kominfokontol 

Kementerian Komunikasi dan Informatika Republik Indonesia (Kominfo) RI
(021) 3452841
https://t.co/CxKyFl6WBJ https://t.co/O3KVSaz7Bw",1.55319058910115e+18,0,0,0,0,@USER ayo serang gmaps #HASHTAG kementerian komunikasi dan informatika republik indonesia (kominfo) ri (021) 3452841 HTTPURL HTTPURL,neutral,0.9666684865951538
1.553217965105234e+18,55085740.0,id,2022-07-30 03:16:34,@juniantr Haha I can tell. Udah serang aja rame itu situs kominfo.,1.553183882333536e+18,0,0,0,0,@USER haha i can tell. udah serang aja rame itu situs kominfo.,negative,0.9924755692481995
1.553217783688598e+18,1.47091684817039e+18,id,2022-07-30 03:15:51,@kemkominfo Buzzer kominfo mana nih? Mau gua serang,1.553188847617331e+18,0,0,0,0,@USER buzzer kominfo mana nih? mau gua serang,negative,0.7933034300804138
1.5532071524828e+18,2328272328.0,id,2022-07-30 02:33:37,pasukan DDoS dan defacer JCT siap serang kominfo kah? https://t.co/eqrerPSU10,1.5532071524828e+18,0,0,0,0,pasukan ddos dan defacer jct siap serang kominfo kah? HTTPURL,neutral,0.9803594350814819
1.55319813783332e+18,7.789218470394634e+17,id,2022-07-30 01:57:47,@okasuantaraa Mending kita sm2 serang kominfo,1.553037987050848e+18,0,1,0,0,@USER mending kita sm2 serang kominfo,negative,0.9532354474067688
1.553195801450787e+18,321305571.0,id,2022-07-30 01:48:30,Mari serang kominfo aneh ituuuu,1.553195801450787e+18,0,0,0,0,mari serang kominfo aneh ituuuu,negative,0.9973286390304565
1.553195728419582e+18,862027242.0,id,2022-07-30 01:48:13,Siap siap server kominfo di serang 🤣,1.553195728419582e+18,0,0,0,0,siap siap server kominfo di serang :rolling_on_the_floor_laughing:,neutral,0.9742341637611389
1.553188555320545e+18,9.407746510677116e+17,id,2022-07-30 01:19:43,"Wellplayed kominfo, siap siap di serang netijen Indonesia https://t.co/VJpRhxMaYs",1.553188555320545e+18,0,0,1,0,"wellplayed kominfo, siap siap di serang netijen indonesia HTTPURL",neutral,0.9847144484519958
1.553187514579444e+18,1576677086.0,id,2022-07-30 01:15:34,@Helientez Kominfo hobi bikin repot hidup orang aja... Kalo web kominfo d serang udh selayaknya dn sewajarnya,1.55311879227161e+18,0,0,2,0,@USER kominfo hobi bikin repot hidup orang aja... kalo web kominfo d serang udh selayaknya dn sewajarnya,negative,0.9937143921852112
1.553177416742638e+18,1.249285937978204e+18,id,2022-07-30 00:35:27,mampus dh itu kominfo kena serang,1.553177416742638e+18,0,1,0,0,mampus dh itu kominfo kena serang,negative,0.9942371845245361
1.553174178765087e+18,1.029882805503721e+18,id,2022-07-30 00:22:35,@justelmu @Fiar098 Serang Kominfo,1.553114194954027e+18,0,0,11,0,@USER @USER serang kominfo,neutral,0.9280338883399963
