id,author_id,conversation_id,created_at,text,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552330647175172e+18,97921428,1.552316157033533e+18,2022-07-27 16:30:41,"@lois__collins Iyahh, tanpa google, Andro turunan. Yahh kali2 ga akan diblokir Kominfo 😌😌😌",id,0,1,0,0,"@USER iyahh, tanpa google, andro turunan. yahh kali2 ga akan diblokir kominfo :relieved_face::relieved_face::relieved_face:",neutral,0.7944188714027405
1.552329067319288e+18,2910743894,1.552329067319288e+18,2022-07-27 16:24:25,"yaelah, kominfo bisa tau isi whatsapp aja heboh. padahal di berita juga tulisannya buat keperluan penyelidikan
google noh tau lu sering pake incognito sat
nothing is safe on internet!!",id,0,0,0,0,"yaelah, kominfo bisa tau isi whatsapp aja heboh. padahal di berita juga tulisannya buat keperluan penyelidikan google noh tau lu sering pake incognito sat nothing is safe on internet!!",negative,0.9699291586875916
1.552327881358844e+18,1919125886,1.552327881358844e+18,2022-07-27 16:19:42,Kominfo membuat aturan agar perusahaan yang bergerak di bidang digital mengikuti regulasi yang ada. Cuma yang mengherankan ada perusahaan yang memasukkan web google play. Lahh situs google play kan milik google,id,0,0,1,0,kominfo membuat aturan agar perusahaan yang bergerak di bidang digital mengikuti regulasi yang ada. cuma yang mengherankan ada perusahaan yang memasukkan web google play. lahh situs google play kan milik google,negative,0.8988831639289856
1.552310316951777e+18,1633717662,1.552077862714622e+18,2022-07-27 15:09:54,"@Askrlfess Bohong ini mah wkwk, dipikir kominfo pegang server google kali 🤣",id,0,0,0,0,"@USER bohong ini mah wkwk, dipikir kominfo pegang server google kali :rolling_on_the_floor_laughing:",negative,0.9929973483085632
1.552284302440026e+18,1325657509374222080,1.552284302440026e+18,2022-07-27 13:26:32,"Dengan begitu, bisa diartikan seluruh layanan Google, seperti YouTube, Gmail, Google Maps, Google Classroom, Play Store, dan lainnya tidak akan mengalami pemblokiran oleh Kominfo @kemkominfo @PlateJohnny https://t.co/W2eNlUtGea",id,0,0,0,0,"dengan begitu, bisa diartikan seluruh layanan google, seperti youtube, gmail, google maps, google classroom, play store, dan lainnya tidak akan mengalami pemblokiran oleh kominfo @USER @USER HTTPURL",neutral,0.8325899839401245
1.552283369546732e+18,203811312,1.552182566379143e+18,2022-07-27 13:22:49,"@AlvChrist ""Ok Google play Glimpse of Us by Joji""

Kominfo agents: https://t.co/p4VXXsLFJa",en,0,0,0,0,"@USER ""ok google play glimpse of us by joji"" kominfo agents: HTTPURL",neutral,0.8880504369735718
1.552280123826512e+18,1117436973986094976,1.552280123826512e+18,2022-07-27 13:09:56,"Wah kacau, folder di google drive yang selama ini tersimpan rapi bisa dilihat dong berarti 😏

Secara gmail aja bisa diintip percakapannya 🤦
#PSE #kominfo https://t.co/aZ6qOClbhr",id,0,0,1,0,"wah kacau, folder di google drive yang selama ini tersimpan rapi bisa dilihat dong berarti :smirking_face: secara gmail aja bisa diintip percakapannya :person_facepalming: #HASHTAG #HASHTAG HTTPURL",neutral,0.5184042453765869
1.552271662120604e+18,1334253325911432960,1.552153539069514e+18,2022-07-27 12:36:18,"@txtfrombrand Jika aplikasi telegram yg notabene gratis/open source kenapa kok sudah didaftarin duluan ya. Udah jelas ada politik udang di balik batu nih.
Atau penerapan Totalitarianisme modern ?
Welcome to neo-nazi

• https://t.co/OqIwigcfsN
• https://t.co/CQUbF4UFt1
https://t.co/jkju43T1Lg",id,0,0,0,0,@USER jika aplikasi telegram yg notabene gratis/open source kenapa kok sudah didaftarin duluan ya. udah jelas ada politik udang di balik batu nih. atau penerapan totalitarianisme modern ? welcome to neo-nazi • HTTPURL • HTTPURL HTTPURL,negative,0.7257215976715088
1.552269504121811e+18,706776804,1.552269504121811e+18,2022-07-27 12:27:44,"Ini Kempatan Terakhir anda untuk teken Petisinya, sebelum Kominfo Bikin Ulah Lagi!

https://t.co/CqfjMTk2Ab
https://t.co/kDCcKWW2Po

#BlokirKominfo #ProtesNetizen 
#PSEmelanggarHAM #PSEBerbauKomunis",id,2,0,1,0,"ini kempatan terakhir anda untuk teken petisinya, sebelum kominfo bikin ulah lagi! HTTPURL HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG",negative,0.8368080258369446
1.552267008485769e+18,1547559423815877120,1.552267008485769e+18,2022-07-27 12:17:49,Google akhirnya mendaftarkan diri sebagai Penyelenggara Sistem Elektronik (PSE) Lingkup Privat di Kementerian Komunikasi dan Informatika (Kominfo) @kemkominfo https://t.co/AKfVsIqtRG,id,0,0,0,0,google akhirnya mendaftarkan diri sebagai penyelenggara sistem elektronik (pse) lingkup privat di kementerian komunikasi dan informatika (kominfo) @USER HTTPURL,neutral,0.9973950386047363
