id,author_id,conversation_id,text,created_at,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553787340648493e+18,9.800975597367214e+17,1.553787340648493e+18,"Kementerian Kominfo RI melalui juru bicaranya menegaskan bahwa aplikasi Higgs domino island atau poker yang telah terdaftar di situs resmi PSE lingkup privat kementerian Kominfo RI, bukan situs judi online seperti yang beredar di Internet,itu seperti gaple tidak ada uangnya.",2022-07-31 16:59:04,id,1,0,1,0,"kementerian kominfo ri melalui juru bicaranya menegaskan bahwa aplikasi higgs domino island atau poker yang telah terdaftar di situs resmi pse lingkup privat kementerian kominfo ri, bukan situs judi online seperti yang beredar di internet,itu seperti gaple tidak ada uangnya.",neutral,0.5655779242515564
1.553787137241203e+18,1.528977400993788e+18,1.553787137241203e+18,bocah marah-marah fyp sama timeline isinya pse tapi masih bahas kominfo sampe sekarang anjeng,2022-07-31 16:58:16,id,0,0,0,0,bocah marah-marah fyp sama timeline isinya pse tapi masih bahas kominfo sampe sekarang anjeng,negative,0.9970038533210754
1.553786437652591e+18,430711286.0,1.553786437652591e+18,"Kata kominfo kita boleh pake uang buat taruhan maen gapleh, soalnya itu bukan judi, cuman permainan aja kok.

Asalkan udah terdaftar pse",2022-07-31 16:55:29,id,0,0,0,0,"kata kominfo kita boleh pake uang buat taruhan maen gapleh, soalnya itu bukan judi, cuman permainan aja kok. asalkan udah terdaftar pse",neutral,0.9411752820014954
1.553785742782271e+18,9.800975597367214e+17,1.553785742782271e+18,https://t.co/BeQryUSZNs,2022-07-31 16:52:43,zxx,1,0,1,0,HTTPURL,neutral,0.41922974586486816
1.553785297569079e+18,1.540388917383274e+18,1.553783606790668e+18,Tapi di sisi lain juga kominfo berhak di salahkan atas tidak ditinjaunya situs judi dan malah melegalkan situs judi tersebut kalo ga percaya coba liat di YouTube terkait klarifikasi pse,2022-07-31 16:50:57,id,0,1,0,0,tapi di sisi lain juga kominfo berhak di salahkan atas tidak ditinjaunya situs judi dan malah melegalkan situs judi tersebut kalo ga percaya coba liat di youtube terkait klarifikasi pse,negative,0.9739072322845459
1.553784212846653e+18,1.260468543268758e+18,1.553784212846653e+18,"kominfo dengan pse nya
ui dengan bpob nya
dhito dengan tutup comment di instagram nya

persetan dengan itu semua.. kasus negara apaan lagi coba dah anj yang bakal keluar abis ini??",2022-07-31 16:46:38,id,0,0,0,0,kominfo dengan pse nya ui dengan bpob nya dhito dengan tutup comment di instagram nya persetan dengan itu semua.. kasus negara apaan lagi coba dah anj yang bakal keluar abis ini??,negative,0.9956262111663818
1.553784097423892e+18,1.477625762815492e+18,1.553755653704786e+18,"@ndagels Harusnya kominfo mampu menjadi tameng pertama untuk setiap platform yang masuk di Ind.
Yang patut dipertanyakan adalah rules PSE.
Harusnya bisa membedakan antara aturan GAME dan JUDI.
Jika terdapat indikasi perputaran uang di sana harusnya gak diizinkan...",2022-07-31 16:46:11,id,0,1,29,0,@USER harusnya kominfo mampu menjadi tameng pertama untuk setiap platform yang masuk di ind. yang patut dipertanyakan adalah rules pse. harusnya bisa membedakan antara aturan game dan judi. jika terdapat indikasi perputaran uang di sana harusnya gak diizinkan...,negative,0.9303104877471924
1.553782726855361e+18,750847699.0,1.553588102404657e+18,"@Zeent29 Oalah privat hanya untuk sesama pegawe kominfo 🤣 padahal privacy policy WA yg ada enkripsi end-to-end lebih aman ketimbang PSE nya kemenkominfo. Wkwkwkw.

Kudunya emg diganti kementrian kelawakan aja kali ya...",2022-07-31 16:40:44,id,0,0,0,0,@USER oalah privat hanya untuk sesama pegawe kominfo :rolling_on_the_floor_laughing: padahal privacy policy wa yg ada enkripsi end-to-end lebih aman ketimbang pse nya kemenkominfo. wkwkwkw. kudunya emg diganti kementrian kelawakan aja kali ya...,negative,0.985266923904419
1.553782630268781e+18,8.537829377827144e+17,1.553782630268781e+18,"Steam, Dota Cs Proses Daftar PSE Kominfo, Blokir Bakal Dibuka? https://t.co/LXpbf2ngNw",2022-07-31 16:40:21,id,0,0,1,0,"steam, dota cs proses daftar pse kominfo, blokir bakal dibuka? HTTPURL",neutral,0.9947801828384399
1.553782049974063e+18,36573386.0,1.553782049974063e+18,"Kominfo: Dota dan Steam Segera Daftar PSE, Bisa Dibuka Kembali https://t.co/PgHUnnCgdD",2022-07-31 16:38:03,id,0,0,0,0,"kominfo: dota dan steam segera daftar pse, bisa dibuka kembali HTTPURL",neutral,0.9981579184532166
1.553780593124487e+18,1.095713796444717e+18,1.55378059066699e+18,"Bacotnya ""melindungi data warga Indonesia"", padahal aslinya ""mengendalikan data"". 

Kalo masih ada yg bela PSE &amp; bikin tweet yg anggep enteng kasus ini dibanding kasus A B C, berarti itu antara tweet bayaran, atau emang tolol aja kayak orang Kominfo.",2022-07-31 16:32:15,id,0,1,3,0,"bacotnya ""melindungi data warga indonesia"", padahal aslinya ""mengendalikan data"". kalo masih ada yg bela pse & bikin tweet yg anggep enteng kasus ini dibanding kasus a b c, berarti itu antara tweet bayaran, atau emang tolol aja kayak orang kominfo.",negative,0.9979077577590942
1.55378059066699e+18,1.095713796444717e+18,1.55378059066699e+18,"Wkwk udah jelas kan akses data pengguna lewat PSE itu buat ngendaliin warga net, kalo berani kritik langsung diteror.

Udah jelas yg capable begini cm org pemerintah, resource-nya ada semua di Kominfo berkat aturan PSE. https://t.co/X7wwD6Bua7",2022-07-31 16:32:15,id,0,1,4,0,"wkwk udah jelas kan akses data pengguna lewat pse itu buat ngendaliin warga net, kalo berani kritik langsung diteror. udah jelas yg capable begini cm org pemerintah, resource-nya ada semua di kominfo berkat aturan pse. HTTPURL",negative,0.9468492269515991
1.553780552184263e+18,2319995088.0,1.55317213734699e+18,"@Yui53591329 Paypal ada dibuka sementara selama 5 hari je sebab nak beri kesempatan buat pindahkan saldo 🥲 

Steam, epic dan apps lain masih sementara register PSE. Padahal kita beli game pun kena tax 10% juga tapi masih saja dibuat susah. 🥲

https://t.co/PsqDQfgIsO",2022-07-31 16:32:06,id,0,1,1,0,"@USER paypal ada dibuka sementara selama 5 hari je sebab nak beri kesempatan buat pindahkan saldo :smiling_face_with_tear: steam, epic dan apps lain masih sementara register pse. padahal kita beli game pun kena tax 10% juga tapi masih saja dibuat susah. :smiling_face_with_tear: HTTPURL",negative,0.883648693561554
1.553780524237222e+18,1.517861822447366e+18,1.553780524237222e+18,"https://t.co/jZ7EITv04x

Keren fitur baru pse nya 👍 keren ya kominfo 👍👍 hebat hebat",2022-07-31 16:31:59,id,0,0,0,0,HTTPURL keren fitur baru pse nya :thumbs_up: keren ya kominfo :thumbs_up::thumbs_up: hebat hebat,positive,0.9938355088233948
1.553779846597198e+18,135815019.0,1.553779846597198e+18,"#Terpopuler PayPal merupakan salah satu yang terdampak pemblokiran yang dilakukan oleh Kementerian Komunikasi dan Informatika (Kominfo) pada hari ini, Sabtu (30/7/2022). https://t.co/4k7KfuB5SO",2022-07-31 16:29:17,id,0,0,3,0,"#HASHTAG paypal merupakan salah satu yang terdampak pemblokiran yang dilakukan oleh kementerian komunikasi dan informatika (kominfo) pada hari ini, sabtu (30/7/2022). HTTPURL",neutral,0.9934697151184082
