id,lang,text,created_at,author_id,conversation_id,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.553036621507101e+18,id,"@arjunaskykok digitalent kominfo sering ngasih beasiswa kok, sekarang aja lagi ada pendaftaran buat Data Analytics Google dari Coursera",2022-07-29 15:15:59,1.067965797358686e+18,1.552982483150717e+18,3,2,10,0,"@USER digitalent kominfo sering ngasih beasiswa kok, sekarang aja lagi ada pendaftaran buat data analytics google dari coursera",neutral,0.988756000995636
1.553034918992966e+18,id,"Oh iya, gimana soal Google dan YouTube? Meskipun ia ga muncul di daftar PSE di laman web kominfo, tapi sebenarnya mereka sudah daftar in a classic way (atau secara manual).

https://t.co/dSUAsaUe6i",2022-07-29 15:09:13,1.274276367803183e+18,1.553034039862624e+18,1,1,2,0,"oh iya, gimana soal google dan youtube? meskipun ia ga muncul di daftar pse di laman web kominfo, tapi sebenarnya mereka sudah daftar in a classic way (atau secara manual). HTTPURL",neutral,0.7178569436073303
1.553031735075832e+18,id,"Banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu WhatsApp maupun Gmail. Dugaan ini dilontarkan oleh pakar keamanan siber dari CISSReC, Pratama Persadha.
@kemkominfo
@PlateJohnny
https://t.co/h7shtc1aiq",2022-07-29 14:56:34,1.371566356093489e+18,1.553031735075832e+18,0,0,0,0,"banyak pihak yang mengatakan pemerintah dapat mengintip pesan dari pengguna aplikasi media sosial baik itu whatsapp maupun gmail. dugaan ini dilontarkan oleh pakar keamanan siber dari cissrec, pratama persadha. @USER @USER HTTPURL",neutral,0.9559365510940552
1.553031477776228e+18,id,"Pemerintah melalui Kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara elektronik berbasis risiko atau sering disebut Online Single Submission Risk Based Approach (OSS RBA).
@kemkominfo
@PlateJohnny
https://t.co/pYrrwH1RKt",2022-07-29 14:55:32,1.37233185308491e+18,1.553031477776228e+18,0,0,0,0,pemerintah melalui kominfo mewajibkan platform teknologi untuk mendaftar melalui sistem perizinan berusaha terintegrasi secara elektronik berbasis risiko atau sering disebut online single submission risk based approach (oss rba). @USER @USER HTTPURL,neutral,0.9914577603340149
1.553031368111563e+18,id,"Seminggu setelah deadline yang dipatok Kementerian Komunikasi dan informatika (Kominfo) pada 20 Juli  2022, berita tentang Penyelenggara Sistem Elektronik (PSE) masih saja menjadi tema utama sejumlah media.
@kemkominfo
@PlateJohnny
https://t.co/QpCctepBbR",2022-07-29 14:55:06,1.442246515649434e+18,1.553031368111563e+18,0,0,0,0,"seminggu setelah deadline yang dipatok kementerian komunikasi dan informatika (kominfo) pada 20 juli 2022, berita tentang penyelenggara sistem elektronik (pse) masih saja menjadi tema utama sejumlah media. @USER @USER HTTPURL",neutral,0.9837180972099304
1.553024868148724e+18,id,"@tsetiady Ini sih case spesial. Kalau ga pake Google, kominfo kayaknya jg ga jalan :))",2022-07-29 14:29:17,1.336783125435744e+18,1.552979386978038e+18,0,0,7,0,"@USER ini sih case spesial. kalau ga pake google, kominfo kayaknya jg ga jalan :))",negative,0.9151421189308167
1.553023588327989e+18,id,"Alasan Google Belum Tercatat di PSE, tapi Tak Diblokir Kominfo https://t.co/1sITP7QWWK",2022-07-29 14:24:11,2243116382.0,1.553023588327989e+18,0,0,0,0,"alasan google belum tercatat di pse, tapi tak diblokir kominfo HTTPURL",neutral,0.9949992895126343
1.553021955476902e+18,id,coba kalau di blokir kominfo apakah bisa menggunakan fitur google API bakalan tumbang semua seperti starup https://t.co/Vynq6hANgq,2022-07-29 14:17:42,323324294.0,1.553021955476902e+18,0,0,0,0,coba kalau di blokir kominfo apakah bisa menggunakan fitur google api bakalan tumbang semua seperti starup HTTPURL,negative,0.9928597807884216
1.553015395648696e+18,id,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/9J8tfsgafE,2022-07-29 13:51:38,17128975.0,1.553015395648696e+18,0,1,1,0,kominfo sempat ajak facebook-google-tiktok bahas daftar pse di ntt HTTPURL,neutral,0.9977989792823792
1.553014597833335e+18,id,"Masyarakat juga perlu menyadari bila
Permenkominfo Nomor 5 tahun 2020 bertujuan untuk menyelaraskan kemajuan teknologi digital dengan bangsa Indonesia sebagai market yang sangat berpotensial. 

@PlateJohnny
@kemkominfo
https://t.co/RlQi88XaxR",2022-07-29 13:48:28,2352745627.0,1.553014597833335e+18,0,0,0,1,masyarakat juga perlu menyadari bila permenkominfo nomor 5 tahun 2020 bertujuan untuk menyelaraskan kemajuan teknologi digital dengan bangsa indonesia sebagai market yang sangat berpotensial. @USER @USER HTTPURL,positive,0.5001668930053711
1.553011023963165e+18,id,Kominfo Sempat Ajak Facebook-Google-TikTok Bahas Daftar PSE di NTT https://t.co/JjcIPGWYmk,2022-07-29 13:34:16,1.442122733886665e+18,1.553011023963165e+18,0,0,0,0,kominfo sempat ajak facebook-google-tiktok bahas daftar pse di ntt HTTPURL,neutral,0.9977989792823792
1.553009870106149e+18,id,"PSE Kominfo ke Google, Facebook, dllnya, ibaratnya kayak hamba yang nagih ke tuhannya ""tuhan, mana janjiMu untuk mengabulkan permintaan saya""

I mean, ayolah, mereka2 itu udah bagaikan tuhannya dunia maya, bisa2nya ngasih regulasi ke mereka",2022-07-29 13:29:41,1.138525228437402e+18,1.553009870106149e+18,0,0,2,0,"pse kominfo ke google, facebook, dllnya, ibaratnya kayak hamba yang nagih ke tuhannya ""tuhan, mana janjimu untuk mengabulkan permintaan saya"" i mean, ayolah, mereka2 itu udah bagaikan tuhannya dunia maya, bisa2nya ngasih regulasi ke mereka",negative,0.8121254444122314
1.553007892638634e+18,id,"Teguran @kemkominfo ini bukan saja merupakan permainan cantik Kominfo melainkan juga bentuk ketegasan negara atas perusahaan-perusahaan global untuk mengakui kedaulatan NKRI di ranah digitalnya.
@jokowi @PlateJohnny
https://t.co/nFz5Rfq9pp",2022-07-29 13:21:49,1.283815459792417e+18,1.553007892638634e+18,0,0,1,0,teguran @USER ini bukan saja merupakan permainan cantik kominfo melainkan juga bentuk ketegasan negara atas perusahaan-perusahaan global untuk mengakui kedaulatan nkri di ranah digitalnya. @USER @USER HTTPURL,negative,0.591336727142334
1.553007437028164e+18,id,"@kemkominfo telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar PSE sebelum menerapkan blokir.
@PlateJohnny @jokowi

https://t.co/t9Vg9XJbgR",2022-07-29 13:20:01,1.09263884887244e+18,1.553007437028164e+18,0,0,1,0,@USER telah mengirimkan surat teguran dan memberi waktu lima hari kerja bagi perusahaan-perusahaan lainnya untuk mendaftar pse sebelum menerapkan blokir. @USER @USER HTTPURL,neutral,0.9414833188056946
1.553007175966274e+18,id,"Dengan permainan cantik dan ketegasannya itu juga @kemkominfo telah membuktikan bahwa 210 juta pengguna internet di Indonesia merupakan nilai tawar yang mampu merobohkan benteng egoisme perusahaan-perusahaan global raksasa. 
@PlateJohnny @jokowi
https://t.co/TLkzdggq6U",2022-07-29 13:18:58,435004096.0,1.553007175966274e+18,5,0,9,0,dengan permainan cantik dan ketegasannya itu juga @USER telah membuktikan bahwa 210 juta pengguna internet di indonesia merupakan nilai tawar yang mampu merobohkan benteng egoisme perusahaan-perusahaan global raksasa. @USER @USER HTTPURL,positive,0.9274263978004456
