id,conversation_id,lang,created_at,author_id,text,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.551966984375607e+18,1.551966984375607e+18,id,2022-07-26 16:25:37,135815019,"#Terpopuler Kominfo beri ultimatum 100 platform trafik tertinggi di Indonesia yang belum mendaftar Penyelenggara Sistem Elektornik (PSE) Lingkup Privat, jika tidak diblokir https://t.co/7TOhVk2CQs",1,0,1,3,"#HASHTAG kominfo beri ultimatum 100 platform trafik tertinggi di indonesia yang belum mendaftar penyelenggara sistem elektornik (pse) lingkup privat, jika tidak diblokir HTTPURL",neutral,0.9947847723960876
1.551958830883344e+18,1.551958830883344e+18,id,2022-07-26 15:53:13,1381618304184246016,"Mobile Legends Adventure dan Bang Bang terlihat sudah mendapat penerbitan PSE pada 17 Juli 2022. Sementara itu, sudah ada 5.701 PSE domestik yang telah terdaftar oleh Kominfo @kemkominfo @PlateJohnny https://t.co/HP7LOLinc7",0,0,0,0,"mobile legends adventure dan bang bang terlihat sudah mendapat penerbitan pse pada 17 juli 2022. sementara itu, sudah ada 5.701 pse domestik yang telah terdaftar oleh kominfo @USER @USER HTTPURL",neutral,0.9895976185798645
1.551958675358487e+18,1.551958675358487e+18,id,2022-07-26 15:52:36,1381618304184246016,Kominfo memiliki peraturan yang tertuang dalam Peraturan Menteri Komunikasi dan Informatika Nomor 5 Tahun 2020 tentang Penyelenggara Sistem Elektronik (PSE) Lingkup Privat @kemkominfo @PlateJohnny https://t.co/SrdqrCUV7m,0,0,0,0,kominfo memiliki peraturan yang tertuang dalam peraturan menteri komunikasi dan informatika nomor 5 tahun 2020 tentang penyelenggara sistem elektronik (pse) lingkup privat @USER @USER HTTPURL,neutral,0.9928727149963379
1.551958270121693e+18,1.551958270121693e+18,id,2022-07-26 15:51:00,14934218,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/jFuGgYjntI",0,0,0,0,kementerian komunikasi dan informatika (kominfo) telah merekapitulasi 100 penyelenggara sistem elektronik (pse) terbesar yang belum mendaftar sebagai pse @USER @USER HTTPURL,neutral,0.9961528182029724
1.551958113346916e+18,1.551958113346916e+18,id,2022-07-26 15:50:22,585736635,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/aHTs6iBjiJ",0,0,0,0,kementerian komunikasi dan informatika (kominfo) telah merekapitulasi 100 penyelenggara sistem elektronik (pse) terbesar yang belum mendaftar sebagai pse @USER @USER HTTPURL,neutral,0.9961528182029724
1.551958004915876e+18,1.551958004915876e+18,id,2022-07-26 15:49:57,1461159312,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/isJOWUowXP",0,0,0,0,kementerian komunikasi dan informatika (kominfo) telah merekapitulasi 100 penyelenggara sistem elektronik (pse) terbesar yang belum mendaftar sebagai pse @USER @USER HTTPURL,neutral,0.9961528182029724
1.551957902206058e+18,1.551957902206058e+18,id,2022-07-26 15:49:32,719121814304202752,"Kementerian Komunikasi dan Informatika (Kominfo) telah merekapitulasi 100 Penyelenggara Sistem Elektronik (PSE) terbesar yang belum mendaftar sebagai PSE
@kemkominfo
@PlateJohnny 

https://t.co/oh54swv3OJ",0,0,0,0,kementerian komunikasi dan informatika (kominfo) telah merekapitulasi 100 penyelenggara sistem elektronik (pse) terbesar yang belum mendaftar sebagai pse @USER @USER HTTPURL,neutral,0.9961528182029724
1.551951753792594e+18,1.551951753792594e+18,id,2022-07-26 15:25:06,1197225394866281984,[askrl] steam sama epic games udah daftar pse kominfo belum ya?,0,0,0,0,[askrl] steam sama epic games udah daftar pse kominfo belum ya?,neutral,0.9976697564125061
1.551945777861501e+18,1.551945777861501e+18,id,2022-07-26 15:01:21,881471378775449600,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/ATwOAJoseJ",0,0,0,0,"lewat aturan pse, kominfo bisa intip percakapan whatsapp dan gmail HTTPURL",neutral,0.9970867037773132
1.551942649212731e+18,1.551942649212731e+18,id,2022-07-26 14:48:55,1829416813,"Lewat Aturan PSE, Kominfo Bisa Intip Percakapan Whatsapp dan Gmail https://t.co/eudM7suHTx",0,0,0,0,"lewat aturan pse, kominfo bisa intip percakapan whatsapp dan gmail HTTPURL",neutral,0.9970867037773132
