id,created_at,text,author_id,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552678279764529e+18,2022-07-28 15:32:03,"Google Ngakunya Sudah Daftar PSE, kok, Belum Nongol di Situs Kominfo https://t.co/c5Jv7Ek8c5",41730943,1.552678279764529e+18,id,0,0,2,0,"google ngakunya sudah daftar pse, kok, belum nongol di situs kominfo HTTPURL",neutral,0.7299410700798035
1.552646354719089e+18,2022-07-28 13:25:12,Aturan PSE Lingkup Privat mendadak jadi bola panas beberapa pekan terakhir. Ancaman pemblokiran Google Cs menghantui apabila tidak daftar ke Kominfo. https://t.co/QWWhBsnuoe,135815019,1.552646354719089e+18,id,1,0,3,0,aturan pse lingkup privat mendadak jadi bola panas beberapa pekan terakhir. ancaman pemblokiran google cs menghantui apabila tidak daftar ke kominfo. HTTPURL,neutral,0.6309911608695984
1.552622942223466e+18,2022-07-28 11:52:10,"Bisa yah? Urusan dgn pemerintah jd gurem? Kalau kelas KAKAP aja gurem dipastikan yg rakyat biasa susahnya gak kira2 🤦🤦 @kemkominfo @jokowi 
https://t.co/p5KOpDoqGb",2620250970,1.552622942223466e+18,id,0,0,0,0,bisa yah? urusan dgn pemerintah jd gurem? kalau kelas kakap aja gurem dipastikan yg rakyat biasa susahnya gak kira2 :person_facepalming::person_facepalming: @USER @USER HTTPURL,negative,0.9082244634628296
1.552620634827436e+18,2022-07-28 11:43:00,"Google adalah salah satu platform besar mendaftarkan diri setelah batas waktu berakhir. * #Tekno
https://t.co/lsZRpyZV0I",23343960,1.552620634827436e+18,id,0,0,0,0,google adalah salah satu platform besar mendaftarkan diri setelah batas waktu berakhir. * #HASHTAG HTTPURL,neutral,0.991685152053833
1.55260722750831e+18,2022-07-28 10:49:43,Benarkah Google dan YouTube Sudah Daftar PSE dan Bebas Blokir Kominfo? https://t.co/0edRMX4bF9,2243116382,1.55260722750831e+18,id,0,0,0,0,benarkah google dan youtube sudah daftar pse dan bebas blokir kominfo? HTTPURL,neutral,0.9442012906074524
1.55258694821625e+18,2022-07-28 09:29:08,"Google dan YouTube tidak tercatat sebagai PSE asing di Indonesia. Benarkah raksasa teknologi ini terbebas dari ancaman blokir Kominfo?

 https://t.co/6HsXPuyW6e",552523769,1.55258694821625e+18,id,0,0,0,0,google dan youtube tidak tercatat sebagai pse asing di indonesia. benarkah raksasa teknologi ini terbebas dari ancaman blokir kominfo? HTTPURL,neutral,0.8080061078071594
1.552576527019147e+18,2022-07-28 08:47:44,"Aturan PSE Wajib Daftar, Kominfo Bisa Lihat Pesan di WhatsApp &amp; Google https://t.co/eX4gn4qBOx",2243116382,1.552576527019147e+18,id,0,0,0,0,"aturan pse wajib daftar, kominfo bisa lihat pesan di whatsapp & google HTTPURL",neutral,0.9974015951156616
1.552575888486719e+18,2022-07-28 08:45:11,"Kominfo mewajibkan raksasa teknologi mendaftar di Indonesia. Aturan ini ternyata memungkinkan kementerian meminta WhatsApp hingga Google membuka isi pesan pengguna.

 https://t.co/0N3szBEZP1",552523769,1.552575888486719e+18,id,0,0,1,0,kominfo mewajibkan raksasa teknologi mendaftar di indonesia. aturan ini ternyata memungkinkan kementerian meminta whatsapp hingga google membuka isi pesan pengguna. HTTPURL,neutral,0.9958295226097107
1.552564950031184e+18,2022-07-28 08:01:44,"@collegemenfess Ikut kursus gratis dari kominfo,ikut bootcamp dari perusahaan teknologi, ikut kursus dari google sertifikatnya kan bisa buat isi CV xixixi",1178144834059588096,1.552212663689589e+18,id,0,0,0,0,"@USER ikut kursus gratis dari kominfo,ikut bootcamp dari perusahaan teknologi, ikut kursus dari google sertifikatnya kan bisa buat isi cv xixixi",positive,0.567760705947876
1.552564263146881e+18,2022-07-28 07:59:00,"""Kami baru dapat kabar, Google mendaftarkan empat platform tambahan selain Google Cloud dan (Google) Ads-nya. Sekarang, mereka mendaftarkan YouTube, Search Engine, Play Store, dan Google Maps,"" kata Dirjen Aptika Kominfo, Semuel Abrijani. - #Tekno https://t.co/lsZRpzhwpi",23343960,1.552564263146881e+18,id,0,0,0,0,"""kami baru dapat kabar, google mendaftarkan empat platform tambahan selain google cloud dan (google) ads-nya. sekarang, mereka mendaftarkan youtube, search engine, play store, dan google maps,"" kata dirjen aptika kominfo, semuel abrijani. - #HASHTAG HTTPURL",neutral,0.9873319268226624
